Name,CW_M22220_Cranium,CW_M1942_Cranium,CW_J6023B_Cranium,CW_J6203A_Cranium,NHNW_B131_Cranium,NHNW_B79_Cranium,NHNW_J13144_Cranium,NHNW_J6239_Cranium,SHNW_M8748_Cranium,SHNW_M8749_Cranium,SHNW_M8952_Cranium,SHNW_M8951_Cranium
Y Posterior patch 12,609.9041016,46.9286499,111.7854248,59.45921021,109.2133667,102.8403687,106.5560303,107.269043,317.4589844,13.17246246,5.443624496,322.6147949
Z Posterior patch 12,-842.1489258,-564.3224609,-1291.561426,-691.5439453,-1297.887305,-1042.130371,-1003.159375,-1287.454297,-909.7864258,-769.8709961,-528.0979004,-518.7848633
X Posterior patch 11,-16.07816162,73.57058105,-15.02669067,-13.01317596,-20.10666656,-16.02890778,-14.42025604,-10.457061,48.68486938,-77.06640015,-84.92831421,-92.38224487
Y Posterior patch 11,613.836084,50.213974,114.8942993,63.00025024,111.8032593,107.5812012,110.3288208,110.1849609,321.6713379,18.3629837,10.99460602,325.5760986
Z Posterior patch 11,-842.1320313,-562.2091797,-1292.725391,-692.7571289,-1300.539258,-1042.818652,-1003.881738,-1290.7375,-909.712793,-772.5396973,-533.3212891,-523.0367188
X Posterior patch 100,2.507530403,83.07205811,7.913721466,7.785490417,5.691083908,7.350081635,5.479465103,12.58040619,64.11932983,-54.69985962,-60.9862915,-64.43429565
Y Posterior patch 100,614.2699219,50.88059692,112.5270142,64.19918213,113.8326904,107.1617554,108.0744263,108.9755615,321.1524658,16.32774506,12.74111633,328.86604
Z Posterior patch 100,-818.204834,-536.4318848,-1270.58623,-668.013623,-1275.833008,-1022.048535,-981.4523438,-1266.742383,-884.9243164,-755.3089844,-517.0299805,-510.0162598
X Posterior patch 10,-39.47223816,47.87920837,-38.30785217,-38.3615448,-49.24606934,-45.24134216,-41.02807617,-43.46677246,24.51915436,-96.68085938,-103.9346802,-114.3950684
Y Posterior patch 10,605.6964355,44.14389038,108.0808838,58.46118164,104.0199463,97.91602173,104.2049194,103.8813477,315.3268066,9.395289612,0.429181194,318.1365234
Z Posterior patch 10,-832.4463867,-557.8440918,-1280.181738,-679.5774414,-1286.990234,-1031.190527,-992.1155273,-1273.407813,-901.2764648,-755.9817871,-514.6661621,-503.7368652
X Posterior patch 1,-11.72514648,69.93398438,-5.612013245,-6.857368469,-11.21005554,-10.19174423,-9.09473114,-6.913800049,50.63768616,-66.42910156,-74.47800903,-81.28464966
Y Posterior patch 1,613.646582,51.42036743,113.6988403,64.47340698,114.3905884,107.0127563,109.3725464,109.7754761,321.1291016,16.28136902,13.3553299,328.4298096
Z Posterior patch 1,-817.6418945,-539.4829102,-1269.046973,-666.8779297,-1273.692773,-1020.087891,-978.7938477,-1263.921191,-886.3111328,-752.4442871,-513.4311523,-503.6599121
X PM / M1 R,-10.73941498,75.41804199,-16.91824493,-13.93582306,-18.6973175,-17.67527618,-17.28200531,-18.45862427,49.33694153,-76.09343872,-73.54581299,-93.09098511
Y PM / M1 R,500.9866211,-57.22272339,-8.088711548,-54.01870728,-13.14739532,-14.61774292,-2.864697456,-9.649672699,214.2891113,-94.6177124,-98.55212402,214.9285156
Z PM / M1 R,-850.4568359,-566.9114746,-1295.102441,-689.4209473,-1312.823242,-1055.308984,-1013.093164,-1300.330664,-918.2847656,-781.855127,-541.54375,-539.4098145
X PM / M1 L,16.33437042,97.85142212,10.09120483,14.81968536,15.01865997,14.82633209,13.09661102,15.34306793,76.13788452,-47.88711243,-45.75180054,-64.56498413
Y PM / M1 L,501.0061035,-56.33703613,-8.253070068,-53.26130371,-10.7151741,-14.35478516,-1.490290928,-9.47020874,214.1859619,-94.5631897,-94.6973877,215.9944092
Z PM / M1 L,-850.752832,-559.9883301,-1295.973535,-689.801123,-1314.901953,-1055.468652,-1014.06709,-1301.967969,-912.540625,-788.7171387,-547.557666,-547.5828125
X Paroccipital process R,-24.92386169,66.53401489,-29.08130493,-26.26963806,-33.76968384,-29.19424438,-25.73111267,-23.29394836,39.89487915,-92.4543457,-96.88154297,-107.8199341
Y Paroccipital process R,602.7914551,41.471521,104.5910278,49.50379333,99.58943481,97.72668457,92.76554565,94.80371094,307.8842041,4.207448578,-1.973028183,315.8305908
Z Paroccipital process R,-856.9762695,-576.9193848,-1308.064844,-706.7912598,-1314.237207,-1055.078906,-1015.625488,-1302.614844,-924.3325195,-783.6037598,-542.4290527,-534.1595215
X Paroccipital process L,20.69667816,108.3613281,25.23022919,25.72092285,26.33592834,22.98803406,20.68986816,26.8783844,88.28062134,-43.46119385,-47.38589172,-59.31022949
Y Paroccipital process L,605.2060059,40.01673889,101.9907837,50.12261658,100.2923218,97.27213135,90.24771729,95.97712402,308.3639404,6.384012985,3.573502731,318.6708252
Z Paroccipital process L,-857.3708008,-563.6639648,-1311.143066,-708.2950684,-1319.128418,-1056.13623,-1018.294824,-1307.02002,-915.7138672,-794.3925781,-555.1993652,-550.4559082
X Palatal vacuity rim CUR R 9,-4.409804916,79.91462402,-8.259702301,-5.401265335,-9.478427887,-8.66938324,-8.096209717,-7.170250702,55.75345459,-69.22357788,-68.99404297,-86.70222168
Y Palatal vacuity rim CUR R 9,541.348877,-18.84834595,35.55067444,-12.04369431,34.60630493,24.60656738,35.25839539,33.56100464,247.0415771,-60.58045044,-63.17261963,250.9978271
Z Palatal vacuity rim CUR R 9,-847.0857422,-561.2602539,-1293.334668,-689.1489258,-1311.08623,-1051.762695,-1010.27832,-1298.578516,-915.7382813,-781.0666504,-539.9016602,-537.3011719
X Palatal vacuity rim CUR R 8,-5.257107544,79.16693115,-8.83383255,-6.280218506,-10.67716293,-9.481682587,-8.931266785,-7.900959015,55.34005737,-69.99984741,-69.94749756,-87.51870728
Y Palatal vacuity rim CUR R 8,543.0350098,-17.57678528,36.93328857,-9.9855896,35.69239197,26.14283142,37.14370728,35.2495697,249.0438721,-58.16893921,-61.12017212,253.0672119
Z Palatal vacuity rim CUR R 8,-847.7100586,-561.9018066,-1293.867871,-689.4253906,-1311.7,-1051.862598,-1010.350977,-1298.796191,-915.8938477,-781.6376465,-540.1802734,-537.1743164
X Palatal vacuity rim CUR R 7,-5.877807617,78.63101807,-9.531543732,-6.890936279,-11.09075699,-9.93028183,-9.571778107,-8.424286652,54.8145752,-70.7006897,-71.03879395,-88.4557251
Y Palatal vacuity rim CUR R 7,544.7064453,-15.95362549,38.27069702,-7.579529572,36.76201782,27.74730225,39.03616333,37.19367676,251.1130615,-55.96813965,-59.17768555,254.8922119
Z Palatal vacuity rim CUR R 7,-848.3019531,-562.2533691,-1294.13584,-689.8078613,-1312.3375,-1051.953906,-1010.867383,-1298.644238,-915.8268555,-781.8751953,-540.5471191,-537.2390137
X Palatal vacuity rim CUR R 6,-5.447360611,78.92219238,-9.20568161,-6.622562408,-10.8866066,-9.35168457,-9.078839111,-7.757487488,55.44679565,-70.08677368,-72.18893433,-88.41629028
Y Palatal vacuity rim CUR R 6,546.8223633,-14.084758,39.94855957,-6.072609329,38.02923889,29.35113831,40.59900818,39.13655701,253.1234863,-54.02290039,-57.00620728,257.0155518
Z Palatal vacuity rim CUR R 6,-848.9774414,-562.6879395,-1294.916211,-691.6820313,-1313.198926,-1052.410156,-1012.105176,-1298.995801,-916.1822266,-782.7365234,-541.2398926,-537.8731934
X Palatal vacuity rim CUR R 5,-3.619734192,81.12766113,-7.484791565,-4.336347961,-8.037792206,-6.732163239,-7.503491974,-5.136237717,58.04503174,-67.93590088,-69.33955078,-85.68189697
Y Palatal vacuity rim CUR R 5,546.8435059,-14.22105255,40.14875793,-5.553232574,38.43053284,29.52470093,40.60552368,39.11322327,253.319873,-53.44146729,-57.56851807,257.0132813
Z Palatal vacuity rim CUR R 5,-849.3823242,-562.8125488,-1295.511035,-693.2384277,-1314.592285,-1053.297949,-1012.172266,-1299.855566,-916.4935547,-783.8974609,-542.8898926,-539.1030762
X Palatal vacuity rim CUR R 4,-2.310527229,82.22640381,-6.459758759,-2.541586685,-5.730872345,-5.212671661,-6.029029083,-3.640533829,59.5909668,-66.47982178,-66.99881592,-83.55114136
Y Palatal vacuity rim CUR R 4,546.0516113,-15.19755402,39.46317139,-6.103972244,37.99637451,28.35379944,39.78294067,37.95562439,252.1203125,-54.61765747,-58.22780151,255.8705322
Z Palatal vacuity rim CUR R 4,-849.3478516,-562.3774902,-1295.358105,-692.979541,-1314.305273,-1053.362988,-1011.588184,-1299.70127,-915.7612305,-783.8915527,-542.8509766,-539.2005859
X Palatal vacuity rim CUR R 3,-1.145162106,82.97146606,-5.585410309,-1.150485802,-4.111227036,-3.803909683,-4.673297119,-2.328034592,60.49329224,-65.08878784,-65.20302734,-82.0605957
Y Palatal vacuity rim CUR R 3,544.7068359,-16.69898224,37.66818542,-7.674193573,36.59135132,26.3945282,37.73415222,35.93257751,250.2716309,-56.60568237,-59.85625,253.8666992
Z Palatal vacuity rim CUR R 3,-848.9443359,-561.3559082,-1294.169336,-691.2902832,-1313.131445,-1052.741113,-1010.377637,-1298.75498,-914.7365234,-783.210498,-541.635791,-538.9830566
X Palatal vacuity rim CUR R 2,-0.788275766,83.05513306,-5.395620728,-0.606508732,-3.637923813,-3.478936386,-4.121326065,-1.964176369,60.640802,-64.42531738,-64.60947266,-81.54368286
Y Palatal vacuity rim CUR R 2,543.4203125,-17.67755585,36.46564026,-9.551431274,35.3371521,25.00367737,35.9442749,34.19243774,248.676001,-58.94765015,-61.56659546,252.3113525
Z Palatal vacuity rim CUR R 2,-848.537793,-560.7437012,-1293.168164,-689.7227539,-1312.163867,-1052.136914,-1009.728223,-1298.206641,-914.1797852,-782.3694336,-541.0049316,-538.6552734
X Palatal vacuity rim CUR R 10,-3.580124664,80.34185791,-7.597036743,-4.198473358,-7.871099091,-7.797203827,-7.205653381,-6.294003296,56.48287354,-68.30509644,-67.82546997,-85.57255859
Y Palatal vacuity rim CUR R 10,539.6497559,-20.04374695,34.5489563,-13.72832642,33.56302185,22.89598389,33.51933594,32.15568237,245.2848389,-62.97097778,-64.77172852,249.2484375
Z Palatal vacuity rim CUR R 10,-846.6452148,-560.0326172,-1292.691113,-688.3381348,-1310.594727,-1051.460938,-1009.689648,-1298.060645,-915.1557617,-780.8632324,-539.6682129,-537.1876953
X Palatal vacuity rim CUR R 1,-0.772647333,82.93583374,-5.417562485,-0.696130419,-3.65943222,-3.736906052,-4.299629974,-2.130146599,60.51386108,-64.13374634,-64.37792358,-81.29077759
Y Palatal vacuity rim CUR R 1,541.8393555,-18.4428833,35.9041626,-12.13853302,34.48869324,24.0057663,34.37520752,32.89507751,247.0834961,-61.54888916,-63.03313599,251.0666748
Z Palatal vacuity rim CUR R 1,-847.9867188,-560.3744629,-1292.759766,-688.9538086,-1311.54043,-1051.764355,-1009.346387,-1297.99043,-913.8305664,-781.600293,-540.5074219,-538.2046387
X Palatal vacuity rim CUR L 9,6.761773682,90.2239563,3.423194885,5.818608856,5.149988174,5.404254913,2.367025185,6.604537964,69.22617798,-56.32077637,-57.71002197,-72.15685425
Y Palatal vacuity rim CUR L 9,542.7628418,-17.76053619,35.4410614,-11.99394836,35.09987183,25.11054077,35.21473694,33.05639954,248.5401611,-60.22394409,-61.41134033,252.2825195
Z Palatal vacuity rim CUR L 9,-848.190918,-558.4916992,-1293.456641,-689.5743164,-1311.914844,-1052.788867,-1010.136621,-1299.340234,-912.0496094,-785.4230469,-543.6288574,-541.2400391
X Palatal vacuity rim CUR L 8,7.231620026,90.88760376,3.9729599,6.865958405,6.180357742,6.262185287,3.492559433,7.455478668,69.6635437,-55.99061279,-57.23104858,-71.66921387
Y Palatal vacuity rim CUR L 8,544.7537598,-16.28804321,36.92582703,-9.721649933,36.56445923,26.91056824,37.13826294,34.89551086,250.6355957,-57.32974854,-59.28273315,254.3283691
Z Palatal vacuity rim CUR L 8,-848.5863281,-558.5742188,-1294.079688,-690.3106445,-1312.289844,-1052.987305,-1010.291211,-1299.453516,-912.2039063,-786.0281738,-544.0252441,-541.5784668
X Palatal vacuity rim CUR L 7,7.441360474,91.41436768,4.653564453,7.256821442,6.367285919,6.251585007,4.035451508,7.630207062,70.24388428,-55.72897949,-57.01075439,-71.5510376
Y Palatal vacuity rim CUR L 7,546.9874512,-14.46865845,38.69847107,-7.175986481,38.24799194,29.10768738,39.11196594,37.02528381,252.925293,-54.26779785,-56.76516113,256.7603027
Z Palatal vacuity rim CUR L 7,-849.1194336,-559.0418945,-1294.767871,-691.3886719,-1313.197363,-1053.191992,-1011.13916,-1299.958203,-912.4368164,-786.1106445,-544.5359375,-541.9852051
X Palatal vacuity rim CUR L 6,7.108531189,91.1100769,3.981771469,6.478639221,5.526435089,5.372709656,3.846709442,6.684912109,69.67689819,-56.97869873,-58.01841431,-72.79567871
Y Palatal vacuity rim CUR L 6,548.0213867,-13.28845825,39.66557007,-6.045675659,39.34572754,30.00097351,40.17425537,38.26592712,253.860376,-53.29657593,-55.2864502,258.0291992
Z Palatal vacuity rim CUR L 6,-849.4033203,-559.8802246,-1295.538965,-692.1970215,-1314.248926,-1053.581836,-1012.004297,-1300.512695,-913.1254883,-786.5668457,-545.5313965,-542.7449707
X Palatal vacuity rim CUR L 5,5.020463181,89.34406738,2.514933777,4.230401611,2.94596386,2.863708305,1.456978321,4.784475708,67.32271118,-59.35628662,-60.50253906,-75.39665527
Y Palatal vacuity rim CUR L 5,548.1880371,-13.75836487,39.70261841,-5.852881622,38.97974548,29.80517578,40.13754883,38.8214447,253.7397217,-53.15355225,-56.90114746,257.5322021
Z Palatal vacuity rim CUR L 5,-849.6942383,-560.8157227,-1295.952051,-693.0799805,-1315.087207,-1054.552637,-1012.75,-1300.783594,-914.3125977,-786.8240723,-545.5442871,-542.7163574
X Palatal vacuity rim CUR L 4,3.405570984,87.59006958,1.215022469,2.156772804,0.661029863,1.076129246,-0.505227232,2.560372353,65.28939209,-61.79255371,-62.23900146,-77.4668396
Y Palatal vacuity rim CUR L 4,546.8588379,-15.09080658,38.7712738,-6.621356201,38.21924744,28.22884521,38.91283569,37.63371277,251.9147705,-54.50206909,-58.6071228,255.7063965
Z Palatal vacuity rim CUR L 4,-849.4041992,-560.9430664,-1295.298145,-692.5931152,-1314.276367,-1054.244629,-1011.953223,-1299.99668,-914.0865234,-785.1316406,-544.4397461,-541.4262207
X Palatal vacuity rim CUR L 3,2.85630455,86.92693481,0.154385436,1.181022072,0.082770306,0.065374213,-1.280237961,1.544531727,64.35811157,-62.37018433,-62.28634033,-77.81182861
Y Palatal vacuity rim CUR L 3,544.9212402,-16.74693451,37.11492615,-8.444815063,36.90738525,26.0740387,36.91800842,35.27470398,250.0618408,-57.0078064,-60.43834839,253.7287842
Z Palatal vacuity rim CUR L 3,-848.8192383,-560.4771484,-1293.625684,-691.36875,-1312.593848,-1053.074219,-1011.03877,-1299.013574,-913.490332,-783.7976074,-543.0675293,-540.2832031
X Palatal vacuity rim CUR L 2,2.868606186,86.94454346,0.215769958,1.238412762,-0.194004714,-0.081517994,-1.421325302,1.215077305,64.05892334,-62.0894104,-62.06038818,-77.62141724
Y Palatal vacuity rim CUR L 2,543.4918945,-17.57440643,36.23643188,-10.72929535,35.56435547,24.70789795,35.02655029,33.45704956,248.5524414,-59.71231689,-61.99324341,252.4050293
Z Palatal vacuity rim CUR L 2,-848.4455078,-560.147998,-1293.195313,-690.417041,-1311.303516,-1052.393164,-1010.578418,-1298.689063,-912.9579102,-782.7229492,-542.2011719,-539.5729492
X Palatal vacuity rim CUR L 10,6.065026093,89.3977417,2.790951729,4.733816528,3.744704056,4.532436752,0.863474941,5.600431061,68.43834229,-57.05404663,-58.21280518,-72.77337036
Y Palatal vacuity rim CUR L 10,541.0785645,-19.05816193,34.15589294,-13.97137146,33.46047668,23.37989044,33.17255554,31.28977661,246.669458,-62.76379395,-63.17039795,250.542749
Z Palatal vacuity rim CUR L 10,-847.8134766,-558.4475586,-1292.818066,-688.7996582,-1311.472363,-1052.140234,-1009.664551,-1299.122266,-912.0798828,-784.6400391,-542.7000488,-540.4247559
X Palatal vacuity rim CUR L 1,3.20579071,87.30352783,0.365860271,1.357220459,-0.198503792,0.143083489,-1.366587448,1.263193035,64.27278442,-61.64969482,-61.571698,-77.19306641
Y Palatal vacuity rim CUR L 1,541.9558594,-18.19433441,35.72697144,-13.01094971,34.45261841,23.69761658,33.3140564,32.21618652,247.1010742,-62.22949219,-63.05270386,251.3413818
Z Palatal vacuity rim CUR L 1,-848.0145508,-559.800293,-1293.029004,-689.3863281,-1310.634961,-1051.966992,-1010.078027,-1298.574414,-912.5976563,-782.4879883,-541.7925781,-539.1400879
X Palatal vacuity R,-2.596205902,81.39836426,-6.5618927,-2.706654739,-4.721110535,-5.96877327,-5.948503494,-4.42327652,58.22501831,-65.84342651,-66.20626221,-83.31931152
Y Palatal vacuity R,538.3865723,-21.2816803,33.75196228,-15.14956665,32.75823059,21.04503632,32.22384644,30.98425903,244.0526611,-64.79396973,-65.90894775,248.1971191
Z Palatal vacuity R,-846.2764648,-559.2328125,-1291.816895,-687.5089355,-1309.981934,-1051.29502,-1008.455957,-1297.454004,-913.7560547,-780.6311523,-539.2527832,-536.4543457
X Palatal vacuity L,4.861310959,88.30888062,2.220532417,2.872394753,1.469795609,2.477443695,-0.455323935,3.569407272,66.55787964,-59.05794067,-59.49014893,-74.89724731
Y Palatal vacuity L,539.8547363,-20.12591553,33.28609924,-15.37037964,32.06333008,21.8821701,31.02628479,30.14430237,245.1775635,-64.43678589,-64.66719971,249.4066406
Z Palatal vacuity L,-847.1429688,-558.369043,-1292.361035,-687.9900879,-1310.618652,-1051.501953,-1008.212305,-1298.444922,-912.0408203,-783.0683594,-541.3163086,-539.2354004
X Origin of incisors (inferior),4.359880829,85.76243896,-4.642482758,1.678848076,1.056270218,0.481438065,-1.91920929,-3.517928696,60.76373901,-59.50187988,-49.99009705,-74.09605713
Y Origin of incisors (inferior),451.0332031,-104.1812866,-56.83837891,-104.4255005,-67.82433472,-73.40466919,-56.36577148,-67.77581177,164.8732544,-145.4856812,-148.6249756,163.6282104
Z Origin of incisors (inferior),-849.6149414,-563.8151855,-1294.847754,-689.4828125,-1306.358105,-1045.236426,-1006.571387,-1294.245117,-909.2317383,-777.3759277,-538.1019531,-538.2654785
X Opisthion,-4.311737061,81.61763916,0.344122219,0.638806868,-2.433487129,-1.095023918,-1.030605221,1.957028389,60.60621948,-63.28278198,-71.15150146,-78.43166504
Y Opisthion,614.601416,51.41968384,115.9092041,64.12540894,112.4886841,107.6072144,109.1549072,109.5773071,321.1902344,18.4229187,12.39822159,328.551123
Z Opisthion,-833.3759766,-552.2209961,-1284.866113,-685.6121094,-1294.548828,-1040.04873,-996.8998047,-1285.245996,-902.6981445,-769.7068359,-533.0486816,-523.3864746
X Nasospinale,5.306899643,82.58243408,-4.275465775,1.873415756,3.686999893,-1.105721188,-1.930072784,-3.311421204,56.17407227,-53.73120728,-46.44300232,-68.06542969
Y Nasospinale,447.4997559,-109.0033325,-63.06878662,-107.0583374,-68.69109497,-72.7114563,-59.02282715,-67.1555603,159.0072998,-149.8891479,-150.9628418,156.5192383
Z Nasospinale,-839.5851563,-552.2922852,-1285.004395,-676.8018555,-1274.075195,-1016.96875,-985.2359375,-1261.382129,-889.3515625,-758.7569824,-522.5658203,-519.675293
X Nasomaxillary suture CUR R 7,-5.695088959,64.25406494,-12.69848022,-8.665010071,-17.89981689,-18.25122833,-19.20131683,-21.59752808,41.63406372,-64.32884521,-60.17026367,-79.34015503
Y Nasomaxillary suture CUR R 7,465.304248,-95.53751831,-47.32413025,-88.20100708,-38.97548828,-43.37476501,-31.13237915,-36.52727356,184.6598145,-124.6508301,-129.1174805,180.1247437
Z Nasomaxillary suture CUR R 7,-812.3233398,-527.7908203,-1250.166016,-645.231543,-1253.341699,-997.6671875,-964.1119141,-1240.85,-876.0248047,-737.9359375,-498.8800781,-494.7119629
X Nasomaxillary suture CUR R 6,-7.486479187,63.56470337,-13.43458405,-10.04878922,-18.14732819,-18.74664307,-19.3705658,-21.95378876,40.79107666,-64.86555786,-60.71849365,-79.09736938
Y Nasomaxillary suture CUR R 6,470.2580078,-89.28924561,-40.18007507,-82.38931274,-34.38547974,-38.51525269,-26.69277039,-32.01035767,188.9186279,-120.6634399,-125.2475952,184.2233032
Z Nasomaxillary suture CUR R 6,-810.4019043,-525.6033203,-1248.812305,-643.2680176,-1253.487988,-998.0508789,-964.0380859,-1241.190918,-875.2339844,-737.1168457,-497.6836914,-493.3737305
X Nasomaxillary suture CUR R 5,-9.485701752,61.76228027,-14.09366913,-11.91051483,-19.10767822,-19.45940399,-20.30448151,-23.36836853,39.75122375,-65.57312622,-61.35028076,-79.51188965
Y Nasomaxillary suture CUR R 5,475.5152344,-82.53626099,-32.79584045,-76.31552734,-29.41242065,-33.11146545,-21.72823029,-27.05299988,193.7324219,-115.9522339,-120.4137573,189.0013184
Z Nasomaxillary suture CUR R 5,-808.4356934,-524.4391113,-1247.911035,-641.5110352,-1253.953906,-998.381543,-964.0061523,-1241.257129,-874.6564453,-736.1442383,-496.692041,-492.4026855
X Nasomaxillary suture CUR R 4,-11.22176514,60.26237183,-15.14107208,-13.64750214,-20.72873535,-20.59424591,-21.90492706,-24.60748901,38.55639038,-66.51472168,-62.37245483,-80.86951294
Y Nasomaxillary suture CUR R 4,480.4173828,-76.3960144,-26.16634216,-70.86134644,-24.93018799,-28.22623596,-17.07415314,-22.4615448,198.330835,-111.2630005,-116.0266113,193.4312622
Z Nasomaxillary suture CUR R 4,-807.4322266,-523.0664063,-1247.040918,-640.3015137,-1253.660742,-998.4788086,-964.1449219,-1241.313184,-874.3755859,-734.9774902,-495.4400879,-491.4495117
X Nasomaxillary suture CUR R 3,-13.77574921,58.4260437,-16.40739746,-16.02694244,-22.6231842,-22.29834595,-23.95421448,-25.57132416,36.80305786,-68.15780029,-64.69744873,-83.38366089
Y Nasomaxillary suture CUR R 3,485.9805664,-69.58139648,-18.76343689,-64.80790405,-19.55151062,-22.62827148,-11.78447113,-17.04378967,203.5421875,-105.7659668,-111.2066528,198.2752075
Z Nasomaxillary suture CUR R 3,-806.3259277,-521.7453613,-1246.036035,-639.5875,-1253.930664,-998.9085938,-964.4030273,-1241.027051,-874.4230469,-733.9696289,-493.5890137,-490.4508301
X Nasomaxillary suture CUR R 2,-16.8947464,54.8020874,-18.88565369,-18.89565277,-24.69607697,-24.73387299,-26.68035583,-27.22944641,34.07683105,-70.59378052,-68.93223267,-87.56522827
Y Nasomaxillary suture CUR R 2,492.0025879,-62.78787842,-11.26210327,-58.56375732,-13.79681702,-16.28235321,-5.98628006,-11.1990715,209.126416,-99.92484741,-106.3482544,203.0009399
Z Nasomaxillary suture CUR R 2,-805.4616211,-522.0660645,-1245.185352,-639.555127,-1254.66709,-998.559668,-963.8838867,-1239.783203,-874.5957031,-732.547168,-491.7919922,-490.1865234
X Nasomaxillary suture CUR R 1,-20.41952515,50.53588562,-22.71170197,-21.63937378,-27.81166687,-29.39685059,-30.18072815,-30.31437988,30.04642639,-74.95042725,-74.22375488,-92.87303467
Y Nasomaxillary suture CUR R 1,498.4893066,-56.07248535,-4.152072906,-52.1409729,-7.74132843,-9.966075897,0.358992434,-4.719991684,214.9953369,-94.08720093,-100.6443176,208.362085
Z Nasomaxillary suture CUR R 1,-805.1486816,-523.3934082,-1245.191602,-639.8759766,-1254.096387,-997.9095703,-963.3897461,-1239.591113,-874.7501953,-730.6452148,-489.802002,-489.3486816
X Nasomaxillary suture CUR L 7,14.82010193,82.99906006,6.062591934,10.53488464,25.88257446,18.20504608,14.29384918,20.38882294,65.24367065,-36.41525574,-30.5201355,-48.32443848
Y Nasomaxillary suture CUR L 7,464.6653809,-96.30466919,-48.05835266,-88.32841797,-37.71605225,-43.525177,-32.35390015,-39.06387939,184.6239868,-123.9868164,-124.1911377,181.3117065
Z Nasomaxillary suture CUR L 7,-813.204248,-522.1377441,-1250.504688,-645.052832,-1257.039355,-998.9347656,-964.7150391,-1242.553027,-871.0612305,-745.4864746,-506.0984375,-504.2085449
X Nasomaxillary suture CUR L 6,16.72345123,83.12364502,7.659928131,11.70211182,25.74798279,18.04120178,14.79578247,20.67137909,65.28866577,-35.08744202,-30.28821106,-48.1245697
Y Nasomaxillary suture CUR L 6,470.3178711,-89.83173828,-40.10313721,-81.78041992,-32.20942078,-38.14364319,-26.87202148,-33.96985474,189.5595093,-119.4469116,-119.6455078,186.1713501
Z Nasomaxillary suture CUR L 6,-810.9657227,-519.6947754,-1249.68252,-642.9703613,-1257.098145,-998.7749023,-964.3588867,-1242.527441,-870.0361328,-744.7291504,-505.3604492,-503.1381836
X Nasomaxillary suture CUR L 5,18.59651031,83.65477905,9.775647736,13.74760284,25.87547302,18.42623749,16.21222076,22.68640747,65.38980103,-33.91303101,-30.0961853,-47.29659424
Y Nasomaxillary suture CUR L 5,475.7696289,-83.25443726,-32.46356506,-75.59060669,-26.94068298,-32.81647949,-21.49055634,-28.93214722,194.6510254,-114.5368042,-114.7980835,191.2195801
Z Nasomaxillary suture CUR L 5,-808.8605469,-517.5748047,-1248.975,-641.2759277,-1257.268164,-999.3313477,-964.453418,-1243.17832,-869.2003906,-744.0097656,-504.7937012,-502.8556641
X Nasomaxillary suture CUR L 4,20.29622955,84.17721558,11.86292267,15.71119232,26.72377625,19.80460663,17.77645569,24.99075165,66.24932251,-32.82794495,-29.23287048,-45.63094788
Y Nasomaxillary suture CUR L 4,481.1275391,-77.30689697,-25.92431946,-70.19592285,-22.33059692,-28.02660217,-16.64938049,-24.16795654,199.4504639,-109.7304077,-110.2165771,195.7701294
Z Nasomaxillary suture CUR L 4,-807.5585449,-515.5516602,-1248.370996,-640.2442871,-1257.356641,-999.7066406,-964.5717773,-1243.965137,-868.3788086,-743.487793,-504.0812988,-502.7333008
X Nasomaxillary suture CUR L 3,22.50040283,85.07205811,13.65968475,18.06372986,28.60164795,21.85136719,19.93831329,25.55480347,68.51068726,-31.21629333,-27.45593262,-43.51815491
Y Nasomaxillary suture CUR L 3,487.5083984,-70.2177002,-18.35890198,-64.07904053,-17.04985504,-22.26445618,-11.053862,-17.78936005,204.9504639,-104.0293457,-104.6176758,201.0824585
Z Nasomaxillary suture CUR L 3,-806.4402832,-513.3560547,-1247.753516,-639.7041016,-1258.377832,-1000.03623,-964.1771484,-1243.730762,-867.5208984,-743.1805176,-503.5648926,-503.3953125
X Nasomaxillary suture CUR L 2,24.85753784,87.94564819,16.8096344,20.60166016,31.5846405,24.26974945,22.80687866,27.36092529,71.54854126,-28.74400635,-24.77455444,-40.77251587
Y Nasomaxillary suture CUR L 2,493.9522949,-63.28462524,-11.46800003,-57.91592407,-11.77919235,-15.98321686,-5.522540665,-11.91921158,210.6079102,-98.26099243,-98.70708008,206.3769287
Z Nasomaxillary suture CUR L 2,-805.6703613,-511.2552734,-1247.55332,-639.4725586,-1259.571387,-999.8944336,-963.5844727,-1242.444629,-866.5701172,-743.2432129,-503.240332,-504.9589844
X Nasomaxillary suture CUR L 1,27.58355713,92.16380005,20.27982788,23.33053589,35.95440369,28.04763184,26.67788391,30.70020447,75.81864624,-25.21861115,-21.10220947,-36.77516174
Y Nasomaxillary suture CUR L 1,501.0104492,-56.46008911,-4.788570786,-51.72272339,-5.845317459,-9.424198151,0.396189332,-5.929329681,216.2468018,-92.53527222,-92.29125977,211.5023926
Z Nasomaxillary suture CUR L 1,-805.2482422,-509.5920898,-1247.595605,-639.9290527,-1259.561523,-999.3293945,-963.6813477,-1241.941211,-865.3958008,-743.5677734,-503.8185059,-506.8830078
X Nasal bone,5.309598923,75.79543457,-3.186737633,0.878329563,4.253058624,0.098719162,-2.12150631,-2.750624275,54.0173645,-50.82886047,-43.70706482,-64.38607788
