Name,CW_NR0718,CW_M1937,CW_M22233,CW_M22220,CW_M11977,CW_M21375,CW_NR1328,CW_NR1351,CW_NR1352,CW_NR1353,CW_NR1609,CW_M1943,CW_M11973,CW_M11,CW_M68,CW_M1942,CW_M11968,CW_M3721,CW_M11976,CW_J11665,CW_J5422,CW_J6203A,CW_J6203B,CW_Wombat_Common,NHNW_B118,NHNW_B131,NHNW_B135,NHNW_B14,NHNW_B40,NHNW_B42,NHNW_B79,NHNW_B93_Anomaly,NHNW_J13143,NHNW_J13144,NHNW_J13145,NHNW_J14051,NHNW_J6239,NHNW_JM12487,NHNW_JM18942,NHNW_JM19739,NHNW_JM2546,NHNW_JM7474,NHNW_JM7475,NHNW_JM8463,NHNW_JM8466,NHNW_SNC1,NHNW_SNC2,SHNW_M8783,SHNW_M8746,SHNW_M8887,SHNW_M8748,SHNW_M8801,SHNW_NR1326,SHNW_NR1348,SHNW_NR1349,SHNW_M8807,SHNW_M8749,SHNW_M8867,SHNW_M8752,SHNW_M8774,SHNW_M8952,SHNW_M8892,SHNW_M8951,SHNW_F_Poor_Teeth,SHNW_Holly,SHNW_J16968,SHNW_J17772,SHNW_Kyle,SHNW_M_Good_Teeth,SHNW_M_Poor_Teeth,SHNW_Mr_Fox
Z Lateral patch 73,-270.0361084,-805.8202148,-825.8775391,-833.634668,-814.6689941,-831.3378906,-560.4976074,-621.795752,-983.1494141,-242.9699219,-895.0990234,-802.9322754,-801.7349121,-785.5047852,-804.2646973,-530.742627,-554.176123,-554.9483398,-557.0126953,-1281.766699,-1289.847363,-669.7934082,-1275.515039,-867.2564453,-1276.746777,-1288.914355,-1039.295605,-1270.658789,-1287.927246,-1290.972852,-1030.999609,-1295.612305,-1273.366016,-986.9916016,-1265.657813,-1267.563477,-1271.765625,-1285.544141,-961.946582,-956.0805664,-1283.212207,-941.2209961,-1282.093652,-1271.551367,-1018.908496,-1027.647461,-1285.767969,-872.9980469,-894.4302734,-899.8525391,-885.7837891,-894.6481445,680.0483887,363.7041992,987.3169922,-746.9297363,-768.7019043,-771.6112793,-770.9029297,-511.9937012,-528.9814941,-512.5074219,-532.1771973,-851.7115234,-932.1644531,-1270.847461,-1271.569434,-1012.511621,-865.0719727,-871.1948242,-909.0989258
X Lateral patch 72,22.38243561,101.6447754,-30.87851868,29.32815552,85.38763428,-37.41193848,23.42886505,25.78521729,17.36470032,26.37259216,24.47537079,-40.10869751,28.16203918,86.55057373,-42.86367493,101.9466919,-35.26590271,85.06688232,-49.7831543,28.23408508,24.49897156,28.8611145,24.46179962,27.93558655,23.80366516,26.68874817,22.76939392,22.53627777,24.92901306,26.92667236,24.22593842,22.32080231,23.59728241,19.93038635,20.81273193,23.742099,25.78959656,24.38228149,24.4263031,26.15555725,23.0009491,24.0515564,24.35025482,24.06159668,18.84617615,24.92057343,23.26150055,91.4946106,-37.40999146,5.706677628,79.54766235,-46.34461975,20.92090912,26.44322815,21.86566925,95.40909424,-33.84390259,18.61651306,-36.27759399,90.85755005,-35.29630127,81.89888306,-48.82520447,23.78683929,20.96119995,21.76851807,22.37276001,16.52936859,14.72095032,34.15519104,37.5250885
Y Lateral patch 72,23.17176666,-71.3496582,-71.86534424,500.7056152,211.4066895,227.5474121,-10.30227585,31.96574707,6.783976746,-19.94186707,-18.97805481,-86.99500122,496.6744629,218.4551025,219.5113037,-58.48353271,-58.71959229,246.1409668,243.2352539,-10.11552048,-2.312061119,-52.34290771,-4.791237259,-13.7107605,-2.085281181,-4.706791306,-7.11705246,-1.650631523,-4.145035553,-2.715838432,-9.824134064,-5.711518478,10.98528442,2.093065262,2.735254478,1.463812542,-5.809708405,9.013601685,-53.8239624,-39.79941711,25.41009674,-44.77253113,3.758702469,-8.194568634,3.700748062,1.318245792,7.719836426,-76.7914917,-69.83406982,473.942041,216.5722656,225.7092773,21.49294281,24.71326447,25.72723389,-72.32957764,-90.77322388,463.9478516,210.2344971,-76.57392578,-90.4581665,212.3837891,217.2759033,-51.27722168,-12.78690033,3.578573227,5.590508652,-37.87914124,-47.51890259,-75.51831055,-52.56513062
Z Lateral patch 72,-273.0247314,-813.4563965,-826.2557617,-834.6584961,-822.1985352,-829.4519531,-561.8303711,-628.4666504,-988.8601563,-244.3522949,-897.5630859,-802.4097168,-805.7861328,-793.1079102,-801.7015625,-539.5706055,-554.0097656,-554.8539063,-557.0658203,-1284.814258,-1289.419727,-674.8616699,-1276.492871,-869.0324219,-1272.403223,-1286.565234,-1039.438086,-1270.831348,-1284.127637,-1289.279688,-1028.711426,-1293.411719,-1274.834863,-986.1155273,-1266.883496,-1267.864746,-1270.958984,-1281.836816,-962.4163086,-954.9969727,-1281.380664,-943.4029297,-1279.86582,-1270.815527,-1021.669043,-1022.345508,-1285.180859,-879.2158203,-892.9166016,-898.494043,-889.4879883,-892.7958984,679.499707,362.4422119,985.294043,-752.1054199,-765.8885254,-771.4264648,-768.1797852,-515.3355469,-523.5493652,-516.3524902,-528.9478516,-850.11875,-933.7641602,-1270.452441,-1274.403125,-1013.319922,-868.3728516,-869.678418,-913.4742188
X Lateral patch 71,35.0634613,108.0982666,-18.03065338,40.16619568,92.07376099,-22.29434509,33.85829468,36.26052246,28.23890686,36.85856323,35.86830139,-29.03674622,37.97385864,90.4137146,-30.58972473,106.4459595,-22.25444336,95.91005859,-38.56788635,38.86280823,35.6740387,38.34148254,34.29780579,38.0587738,34.61769409,41.98665466,36.52680054,37.48035889,38.35479126,41.51268616,39.30753784,36.33890076,36.10170593,33.52957764,33.63301086,38.51990356,40.85559387,36.73876343,33.60223694,40.90303345,39.81760864,37.46946716,39.00280762,36.73771667,35.65702209,40.7639679,33.50112,101.0523132,-25.55571136,18.44597931,85.66870728,-33.82653198,32.48829346,38.16713867,32.93248901,104.2410645,-19.99801483,30.88102112,-24.21828461,99.23255615,-19.04833832,88.46262207,-33.64277039,34.40747986,30.175,30.88146057,31.54430237,27.55129089,23.28284302,45.02179871,48.85630798
Y Lateral patch 71,14.19152222,-77.26364746,-78.20794678,494.2237793,205.6625732,220.9777344,-17.56123657,24.18984222,1.366271114,-26.57422791,-25.79399414,-94.00324707,490.4407715,210.919873,212.7144775,-63.21664429,-65.928479,240.8259521,235.667627,-16.80576019,-11.18547745,-57.17712402,-13.24660187,-22.68590851,-12.05724564,-13.80709839,-14.07506409,-10.10402069,-11.71336288,-13.37872314,-18.34271698,-15.35369415,4.976954269,-3.420342636,-5.013076401,-5.284218597,-13.54966125,5.896549225,-60.95065918,-50.81080322,15.85732422,-53.82280273,-5.703682327,-13.81929932,-2.404825783,-8.078690338,2.436699295,-81.23164673,-71.09021606,469.8203613,213.485791,222.654541,16.68143005,19.11871643,20.0203125,-77.67792358,-92.14299927,461.7045898,207.1721436,-80.54998169,-92.12131348,207.8951172,209.7817383,-57.09334717,-21.6,-0.10890857,3.296685028,-43.27009888,-52.84626465,-82.28079834,-60.04720459
Z Lateral patch 71,-259.0774414,-800.9894043,-813.4612793,-822.0413086,-809.6500488,-819.3113281,-550.209375,-614.905127,-978.2729492,-235.0853271,-886.175293,-794.0615234,-793.132959,-780.742627,-791.5934082,-526.053418,-543.5429199,-544.3115723,-550.6358887,-1270.086719,-1277.838184,-660.1811035,-1265.341309,-858.6144531,-1266.296777,-1275.654395,-1026.45166,-1260.319824,-1273.833594,-1280.508496,-1015.932324,-1281.087793,-1262.05625,-976.65,-1254.234082,-1256.340234,-1257.988477,-1272.971289,-952.3004883,-943.7665039,-1270.830469,-931.3162109,-1268.772363,-1263.116992,-1006.605371,-1015.401074,-1276.863672,-864.4458008,-882.4766602,-888.9750977,-874.6336914,-885.0494141,691.8120117,375.7169922,997.7813477,-737.7148438,-755.3562012,-760.171875,-758.9520996,-501.993457,-516.3717773,-503.0060547,-521.5606934,-838.6085938,-929.8888672,-1259.726172,-1260.987695,-1003.166406,-855.5664063,-862.1890625,-906.2603516
X Lateral patch 70,43.04572754,115.8942505,-11.80543823,48.04911499,101.1068848,-18.53412476,42.93495483,45.8487793,33.19887695,43.14416504,43.94362488,-24.7874588,46.10944824,100.3241638,-24.37220612,114.7970215,-17.86244354,101.9134094,-33.88167114,47.18031616,42.31303101,45.20980225,42.4183197,46.35810852,42.23694763,50.74922791,45.59963684,44.4482666,46.72644348,49.98902283,48.28019104,45.13225098,43.27610779,40.12753296,41.69108276,45.98392029,49.45910645,42.28927612,43.25732422,49.8489624,48.12520142,48.02323303,49.97835693,42.91427307,45.06611938,46.36096191,41.8248291,111.4384766,-19.87213135,23.89111176,97.63458862,-29.21915588,40.66393127,47.54794312,40.78317871,115.9526855,-14.78292389,38.29813843,-18.19485168,109.6539429,-14.76132965,100.2989502,-29.57451172,43.87888794,36.07229919,37.91425781,41.66299133,32.12329712,32.51652527,52.81194458,54.51619263
Y Lateral patch 70,38.29351501,-57.26863403,-56.79942627,515.0501465,223.6674316,242.723999,3.922166824,49.357724,22.59737701,-6.645144653,-5.349936676,-75.00986328,508.2466309,230.3347412,234.0863281,-45.85451965,-44.6187561,263.3928223,255.2580078,3.149998665,11.85976563,-36.86986694,8.541036987,-0.489885426,5.308647156,6.965966034,4.670504761,7.885236359,4.063897324,6.011616898,0.081404543,2.51542244,22.51903839,14.23305359,13.70395813,13.41142731,3.659811783,20.22179565,-45.39682007,-32.14972534,34.34595947,-35.28063965,14.9376236,3.921010208,16.36228943,8.199407959,17.34006348,-64.73204956,-56.17900391,484.4929199,226.6558105,238.4807129,29.46003418,32.53434448,36.04449768,-63.56479492,-78.09558716,477.3007813,222.8516113,-65.90715942,-76.46553345,223.2990967,227.3223389,-41.97415771,-3.442100143,13.4980957,16.57652893,-25.69060974,-36.84208069,-66.66497803,-38.64541016
Z Lateral patch 70,-271.9824707,-806.9760254,-828.7827148,-835.7545898,-816.4366211,-833.3458008,-562.1619141,-624.7923828,-985.3166016,-244.1505127,-897.0230469,-804.9196777,-804.0420898,-786.2230469,-805.5805664,-531.9158691,-556.1422363,-555.7649414,-558.3546875,-1284.298535,-1292.198633,-672.416748,-1277.029492,-868.2636719,-1279.084082,-1291.620801,-1041.173145,-1272.531641,-1289.186328,-1292.905762,-1031.41543,-1296.919238,-1274.748438,-988.9888672,-1267.95,-1268.579395,-1274.55332,-1288.078125,-963.6163086,-957.9550781,-1285.336719,-942.25,-1283.533496,-1272.857227,-1020.223926,-1030.481738,-1287.610938,-874.8044922,-895.4461914,-901.7875977,-887.3149414,-896.0387695,678.9263672,361.9293701,985.6208008,-749.6813477,-770.8430176,-772.6797363,-772.3523926,-512.7956543,-531.4206055,-513.3115723,-533.6882324,-853.3969727,-931.325,-1272.815234,-1273.061621,-1013.653125,-865.8455078,-872.3087891,-908.2297852
X Lateral patch 7,-44.00698242,44.16134033,-101.4383545,-35.35011292,30.65170288,-101.2369446,-38.87813416,-38.91662903,-44.43920288,-33.63242188,-40.87392578,-101.1988831,-31.51306152,34.27719727,-103.3488647,48.39119263,-100.7427063,20.79930573,-109.6078491,-41.34147644,-41.46470032,-38.11340637,-42.3852478,-37.88695679,-37.949823,-45.09648438,-45.62613525,-45.12241821,-43.16371765,-45.11721497,-43.23165283,-43.02085571,-39.09207764,-40.00636292,-41.10054932,-43.89263306,-44.15539551,-37.64747314,-41.09450378,-41.30914001,-44.59767456,-41.75588074,-46.69047852,-41.17605286,-49.76011047,-41.54845886,-38.69411011,31.97171021,-97.75632324,-50.80412903,22.9263916,-103.0863525,-37.81664429,-35.62618408,-36.92440491,37.95932617,-94.63267212,-40.54848938,-97.84979858,31.61487732,-91.53283691,22.98789825,-112.2919312,-37.19176331,-32.45180054,-34.98811646,-35.77845459,-33.86412964,-45.02475586,-27.75794067,-23.31001434
Y Lateral patch 7,42.29875183,-59.85411377,-55.64494629,514.4968262,228.9224121,242.9260742,8.961746979,54.30480347,25.68035889,-3.218194199,-5.397469711,-75.08249512,514.7189453,233.8705078,234.4460938,-42.4627655,-39.98213806,259.7573242,258.1535645,5.506929779,15.06933746,-36.94827881,11.64333344,0.993240929,7.558507538,6.749429321,5.135310745,8.993543243,9.663583374,10.22836685,1.833762741,4.97498436,21.37185516,17.52627869,16.46585999,13.79099731,8.279107666,21.73564606,-41.01851501,-30.36716309,35.10374756,-30.11508789,17.97695007,3.428759384,16.15293579,9.851400757,19.70500946,-61.0492981,-57.95782471,480.8700195,228.9411133,231.1787598,32.66967773,33.47639465,35.8375824,-60.27538452,-78.57299805,475.2036621,219.447876,-65.57612915,-85.85228271,226.4851318,226.8600342,-42.74883118,-1.131599998,16.45391846,20.21895294,-26.42269897,-38.20439758,-62.02081909,-41.05202942
Z Lateral patch 7,-273.8857422,-829.8357422,-816.3490234,-836.9232422,-833.1779297,-818.3875,-565.7290527,-630.0239258,-985.3751953,-243.8756348,-897.4205078,-788.6294922,-809.7192871,-807.4244141,-789.0053711,-556.2665527,-545.3549805,-562.9480957,-543.2662109,-1286.659961,-1290.294727,-674.031543,-1275.919141,-871.1166992,-1272.684277,-1287.327539,-1041.007129,-1272.207031,-1286.428125,-1289.841309,-1028.67002,-1297.683398,-1276.769824,-989.6956055,-1271.61377,-1271.733105,-1273.886621,-1277.278418,-969.6490234,-960.3586914,-1286.91377,-947.5300781,-1280.479785,-1270.488379,-1024.885547,-1023.702539,-1285.173633,-898.8505859,-884.9917969,-898.2086914,-902.5977539,-877.0354492,676.0953125,359.239209,980.502832,-774.9306152,-754.8755371,-772.3941895,-757.6294922,-533.1486328,-513.862207,-537.3419922,-510.7628418,-854.331543,-922.0242188,-1269.593945,-1272.995313,-1017.069336,-878.5274414,-868.643457,-905.349707
X Lateral patch 69,54.62149658,122.389978,-3.154420662,55.68821411,110.0383179,-9.465114594,51.61550293,57.80947876,42.58260803,50.50198975,54.85037842,-15.67088013,57.19418945,105.9570679,-14.81668549,122.3746948,-6.661804199,110.2202881,-23.60386505,56.03156738,53.18893433,54.41020508,53.19882813,56.92255249,52.909198,63.41096802,58.21986694,55.79993286,57.65893555,61.34465942,60.10658569,57.0546936,51.86289063,49.87702942,52.49573975,57.08979492,61.68401489,52.10523682,52.89959717,62.37775269,61.33039551,58.37609863,61.64199219,52.81954346,58.04983521,58.58025513,50.60614624,120.3047363,-11.21824875,33.64893188,106.3887085,-21.2978241,49.47490234,57.38939209,49.6547821,126.1028809,-6.942484283,46.47457581,-9.756451416,117.413855,-5.996540451,109.1109375,-18.83281708,52.57734375,44.93500061,45.92165222,49.42873535,39.55731506,40.02167358,62.26764526,62.62752686
Y Lateral patch 69,48.75843506,-45.80636902,-46.38100586,525.5574707,230.9743896,252.8421143,15.06143799,60.58478394,33.19204407,3.72458725,3.860705185,-64.59644775,516.7550293,240.2193604,243.4344482,-37.31588135,-36.06616211,274.180542,263.6366211,14.23479156,22.08349457,-25.96181335,18.68803558,8.706749725,14.52163849,17.16504517,15.9223053,17.53488312,14.89603271,15.08578949,8.98345871,11.70732422,30.6361969,23.02827148,21.10171356,22.73667145,11.83621674,30.52434082,-37.5587677,-23.32418365,43.15326843,-25.78579102,26.28067322,12.62016068,27.1355072,16.79722595,25.13804474,-56.09257202,-47.52266541,493.1453613,235.6000977,248.6060303,37.81497803,40.83823242,43.89426575,-56.1859436,-68.25635986,486.7499512,232.3687988,-56.69088135,-66.14332886,231.3226807,236.4564697,-32.94619141,3.273699951,22.05594025,26.65133972,-16.58652954,-27.34579163,-58.43220825,-29.8032074
Z Lateral patch 69,-270.1008789,-802.742334,-828.3042969,-834.1445313,-813.9756348,-832.7707031,-560.5941406,-619.8254883,-983.2722656,-241.305127,-891.465332,-804.5523926,-801.8954102,-779.2581055,-805.2348145,-528.5524902,-555.9228027,-554.3625,-559.0233398,-1282.475488,-1293.537793,-670.069043,-1275.60791,-865.8619141,-1278.174707,-1295.081055,-1040.03125,-1271.846777,-1288.88584,-1294.205762,-1030.199219,-1294.408691,-1273.628223,-989.3637695,-1268.020703,-1269.12627,-1274.696191,-1288.250586,-964.2042969,-959.8738281,-1285.52627,-939.6810547,-1281.83457,-1272.597754,-1018.013867,-1032.102539,-1289.387695,-871.5810547,-894.0739258,-901.4277344,-884.390918,-894.9657227,680.762207,365.9256592,988.1103516,-745.794873,-770.9851074,-770.2799805,-772.3703613,-508.128125,-533.0270996,-507.7836914,-533.1947754,-852.6018555,-927.225,-1270.897559,-1269.255469,-1012.030078,-862.6487305,-870.1046875,-903.5172852
X Lateral patch 68,22.00083008,101.7735229,-33.08304138,28.68969421,87.17642822,-39.1083313,23.16741943,25.33877258,15.24235992,25.05630493,22.85432587,-41.07382813,28.57423401,89.14899902,-44.12826843,103.5421021,-36.98505249,84.1868042,-50.32652283,27.68887329,23.18042755,28.62177734,23.97968903,27.77592773,21.68504181,25.14396515,21.6188446,20.82082214,23.57720337,25.42283325,22.67929535,21.16368713,21.76513214,18.19876404,19.98979187,23.11944427,24.86146393,21.38383331,22.99612274,24.8350769,21.27960815,23.64546661,23.75191193,21.29224854,18.14984131,21.71740265,21.21594086,93.89832764,-39.53835449,4.854639816,82.66166992,-49.0298584,21.87510071,27.25737305,21.83078918,98.53024292,-35.30246887,19.0562088,-37.93445435,91.72909546,-36.82609558,83.89711304,-51.2722229,24.29795074,19.02389984,21.09963379,23.4095459,16.57371674,15.88048706,32.82431641,34.02339172
Y Lateral patch 68,35.10417786,-63.64912109,-62.43015137,511.40625,220.6161865,239.0937988,-0.469766665,41.77888794,15.50239258,-10.23477631,-9.265366364,-77.11923218,505.1178223,227.5810059,229.3215332,-49.98223267,-48.33963623,255.0045654,253.0472412,0.928044987,7.393776703,-42.56809998,5.263669968,-3.996178055,5.176041031,5.931923294,3.285503006,7.555922699,4.460576248,7.692598724,-0.279747057,2.768760872,19.04408722,10.3350975,12.13043518,10.62404938,3.181351662,15.9194931,-46.05638733,-29.85469971,34.85658264,-34.13316956,14.3528244,-0.682101011,14.06688232,9.462245178,14.92422485,-68.41678467,-62.51829834,481.6789063,223.8786377,232.3882568,28.50765076,32.28354797,33.56534424,-64.10249023,-82.38602295,472.3320313,217.7104492,-69.02685547,-82.18682251,220.2915039,226.9366699,-44.85688171,-4.269100189,10.19860001,13.29763031,-29.71549377,-38.79316101,-68.99335938,-41.68451233
Z Lateral patch 68,-279.7654785,-819.344043,-833.2913086,-841.087793,-828.3654297,-836.093457,-568.9736816,-636.1930176,-993.7633789,-249.5243896,-903.5042969,-808.810498,-812.3703613,-798.1546875,-807.7520996,-545.7675293,-560.4268066,-561.4167969,-563.2225098,-1292.940527,-1297.409277,-680.4208496,-1283.544922,-875.6708984,-1280.661523,-1297.372754,-1049.616699,-1279.78418,-1294.314453,-1299.844531,-1038.192188,-1303.507617,-1283.554004,-994.6675781,-1277.201172,-1277.236621,-1282.900195,-1290.46377,-972.4692383,-964.9916992,-1292.647461,-951.9086914,-1288.72627,-1278.222168,-1031.921582,-1032.553125,-1293.998145,-887.8887695,-900.5738281,-907.4780273,-897.1121094,-899.4706055,671.4544434,353.7782227,976.5169922,-760.7273438,-774.3234375,-779.8825684,-776.0263184,-523.6128418,-531.9972656,-524.212793,-536.4674805,-858.7766602,-935.9910156,-1277.923047,-1282.61875,-1018.88418,-875.2334961,-876.4526367,-916.8233398
X Lateral patch 67,29.09491272,106.4773804,-24.9278244,34.92591858,91.84822388,-32.11219788,30.27572327,32.29213562,22.20026245,31.23077698,30.73537292,-34.77386475,34.72843628,93.03378906,-36.85653381,107.4282227,-30.14187317,89.51726685,-44.56312561,35.23447571,29.92466736,34.58762512,30.38418884,34.29137878,29.84046936,34.91505127,30.64170227,30.07163086,32.42972412,34.92227173,32.27122498,30.17182922,31.04425964,26.82816772,28.50179749,31.28277588,34.39353943,30.42553406,31.21693115,34.7594574,31.61936035,32.5151123,34.18019714,30.33487549,27.7217865,31.85046082,29.7072876,100.1618713,-31.4036499,12.03484421,87.53104248,-40.95532227,28.99335327,34.67009583,29.44252625,103.9559937,-26.66114502,26.19352112,-29.71541443,97.83642578,-27.91359558,89.61573486,-42.7980957,31.75547791,25.85840149,27.74363708,30.52765808,22.04758148,22.05728302,40.78943176,42.49422913
Y Lateral patch 67,35.7065918,-61.59191895,-60.72684326,512.2954102,220.2420166,240.0232178,1.031435394,45.81334229,18.269841,-9.583005524,-7.411743927,-77.66644897,505.5326172,227.1960205,231.1129883,-49.31466675,-48.13829651,258.3255371,252.4462402,0.566816187,8.559764862,-41.23217773,5.689736176,-3.273045731,5.386673737,6.211266327,2.712908745,6.948583984,4.014990997,6.72587204,-0.477614164,2.31540966,19.80847473,11.47413559,12.0429863,10.66815338,2.67861824,17.35658569,-46.29950562,-31.42922363,34.08679199,-35.88487549,14.11261597,0.551957417,13.39707489,8.629100037,15.59125671,-67.45091553,-60.52947998,482.3437988,224.5409912,235.0375732,28.09845581,31.62337341,34.03982544,-64.70363159,-81.13892822,474.0455078,219.0595947,-68.21731567,-80.21506348,220.8384521,225.7735352,-43.66135254,-5.582899857,11.30950165,14.24835052,-29.4263916,-38.83001709,-68.24312134,-42.23007507
Z Lateral patch 67,-273.4281982,-812.7638672,-829.5236328,-836.0303711,-822.5623047,-831.6006836,-563.6284668,-628.2858887,-988.4194336,-244.6288086,-898.0300781,-805.3352539,-807.7235352,-792.2449219,-804.2504883,-538.7683594,-557.0756836,-556.5849609,-559.8397949,-1288.128223,-1293.24541,-675.6452637,-1278.967969,-871.2209961,-1276.245215,-1290.410156,-1042.380469,-1272.927832,-1288.322656,-1292.915527,-1031.245215,-1296.817969,-1278.353809,-990.2052734,-1270.768066,-1270.84873,-1276.191309,-1286.594238,-965.5395508,-957.7203125,-1285.450781,-945.2668945,-1282.177051,-1274.024902,-1024.002441,-1027.737988,-1289.030859,-880.0367188,-896.9145508,-902.2308594,-890.7419922,-896.1370117,676.6439453,359.2721191,982.6193359,-753.7542969,-770.5555176,-774.4575684,-772.4424316,-516.8845215,-528.9079102,-517.827002,-533.113623,-854.4418945,-932.2589844,-1273.511328,-1276.723145,-1014.572461,-869.2664063,-873.4945313,-911.6103516
X Lateral patch 66,27.94027405,101.9481567,-26.50015259,33.52644043,86.20969238,-29.10828552,25.56605835,29.6019928,21.29081421,30.38047485,29.42653503,-35.53937683,30.51509094,85.69711304,-38.34685974,102.0036133,-29.43570557,88.128479,-44.91177063,32.3334198,28.00049133,32.06864319,26.93633423,30.31169434,27.66746826,32.67454834,26.22157288,28.32606812,29.16975403,31.69152832,29.29934692,26.40128479,27.02314148,24.91627197,25.57782593,28.51894531,31.23876343,28.91020813,26.55497131,30.14888,28.87871704,27.76598511,27.91601563,28.64457092,24.00420837,31.21162415,26.55279846,93.87250366,-33.10830383,10.15350342,78.07763672,-40.78926697,24.22247772,28.67801514,24.96359406,95.45193481,-27.96742554,22.66626434,-31.42452087,92.3479248,-27.16280212,81.68900146,-40.70591431,26.7664917,23.73829956,24.47940063,24.73915253,20.21189575,16.42776642,38.15741882,41.01726685
Y Lateral patch 66,13.84092102,-77.11479492,-78.72460938,493.4778809,205.1983887,220.7842529,-16.95059967,24.85013428,0.857100773,-26.36283264,-26.39204407,-94.14018555,489.9154297,211.7087891,211.4300781,-63.95701904,-66.92767334,239.0697266,236.6787598,-16.96481781,-9.969223022,-59.12324219,-11.76564941,-21.37847595,-9.095053864,-12.16847992,-11.97225342,-9.235263062,-9.225727081,-9.881143188,-15.48031158,-12.44973755,5.738209152,-3.470778275,-3.223799896,-3.901618576,-10.69660034,6.178974915,-58.77928467,-46.95249023,19.21049652,-51.35878296,-3.494740677,-13.58634186,-0.42364645,-5.38168602,2.653026772,-82.10128784,-72.74266968,469.2469238,213.0332031,222.0183594,16.39577637,18.56078491,20.08715363,-77.10392456,-93.62125244,459.7878906,206.9624268,-81.54360962,-94.0362793,208.2199951,209.644458,-55.99870605,-21.58619995,-0.147839618,3.420854187,-43.86649475,-53.31776733,-80.8927124,-61.87686157
Z Lateral patch 66,-261.5743164,-803.5570801,-814.3283203,-823.8222656,-812.201416,-819.6334961,-551.5149902,-617.8550293,-979.1024414,-235.6197998,-887.9457031,-793.8867676,-795.4656738,-784.2370117,-793.2113281,-529.0652832,-544.0723145,-544.3780273,-549.7360352,-1271.691797,-1276.02002,-662.4836426,-1265.733301,-858.6608398,-1263.930957,-1273.135352,-1025.365234,-1259.600684,-1272.194727,-1277.122168,-1014.575684,-1279.404688,-1262.387988,-975.5575195,-1253.418164,-1255.797559,-1256.80459,-1271.362109,-951.2384766,-942.6016602,-1268.479688,-930.5483398,-1267.343164,-1261.915918,-1006.333301,-1012.231738,-1274.926758,-866.6530273,-882.0769531,-887.7537109,-876.8165039,-882.9751953,691.5206543,375.3657471,997.4817383,-739.3950684,-754.103125,-759.9873535,-757.2625488,-504.4407715,-513.1750488,-505.2123535,-520.18125,-838.4329102,-928.9077148,-1259.540137,-1261.526758,-1002.827051,-857.0394531,-861.3956055,-905.8889648
X Lateral patch 65,31.86210022,110.3987793,-22.65650024,37.0308197,95.93618164,-30.31773987,34.90214233,38.72311096,24.49422607,33.10732422,35.16922607,-33.65169678,38.07872925,97.31225586,-34.77718811,111.4735474,-29.01078186,92.45651245,-43.73383789,37.78265991,33.07794189,36.87773438,32.82367249,36.60924988,32.87263794,39.1711853,35.01222229,34.3160614,36.90019226,38.94882813,36.5031311,34.97284851,34.60505981,31.61270752,33.63509827,35.75591736,39.25163269,33.60478516,35.6533783,40.08489685,36.88692017,36.67689209,38.46221313,33.43035889,31.95776978,35.98273315,32.88623047,105.8697876,-28.628125,15.05727539,92.11972046,-39.07324219,32.87202148,38.69351807,32.98656616,109.2743896,-24.54514465,30.36420898,-27.40636292,101.4147156,-24.99289093,94.08023071,-40.37502747,35.64610901,28.69830017,31.28484802,34.96816101,24.28003845,25.50251007,44.11159668,44.50862122
Y Lateral patch 65,48.56325378,-51.30939331,-48.91660461,523.1262695,230.6056641,250.8739014,12.5758049,59.34083862,30.57987061,1.298985767,4.651089478,-66.82791748,516.0489258,238.1562256,243.1102783,-38.83003845,-36.94701843,269.4070068,263.0236572,11.52317886,19.76954651,-30.14324951,17.42640839,8.814844513,13.3722641,16.00749054,12.05235367,15.65071259,12.74444199,15.45396423,8.058985901,10.37341385,29.17360229,21.57665253,21.70492706,20.31873322,12.60178986,26.01341553,-39.05550232,-23.3532486,42.53573914,-25.89007263,24.03067017,9.962490082,24.4586441,17.75699615,23.16936493,-57.5913208,-50.66874084,491.1101074,233.2980469,244.6514648,36.28473206,40.03971252,43.43977966,-55.98551025,-71.45789795,483.7959473,228.8083496,-59.20715942,-70.45393066,230.3794922,234.6078369,-34.84250183,2.639699936,19.96697845,23.49468231,-20.58923035,-29.55814514,-59.47602539,-31.79891968
Z Lateral patch 65,-281.2740723,-817.4989746,-836.7881836,-842.4510742,-829.2924805,-838.4667969,-570.8908203,-637.1678711,-995.4459961,-250.8180908,-903.6728516,-811.3922363,-813.8255859,-795.1203125,-811.7276855,-541.8088379,-563.9030762,-564.088623,-566.410498,-1294.140332,-1301.005859,-681.542041,-1286.127832,-877.0585938,-1280.670996,-1296.990137,-1047.081055,-1277.030957,-1293.77627,-1297.467188,-1034.743945,-1301.233398,-1282.483398,-995.4735352,-1276.73584,-1274.625781,-1281.744434,-1291.248535,-970.2865234,-961.646582,-1290.910938,-947.7241211,-1285.795605,-1277.15957,-1026.586621,-1032.674414,-1293.079785,-883.5462891,-901.372168,-906.6546875,-894.568457,-900.9411133,674.0365723,356.088623,978.8556641,-756.4826172,-775.4187012,-778.3875488,-777.2042969,-520.1630859,-534.9710449,-520.2922363,-537.4672852,-859.3938477,-931.0787109,-1277.705371,-1280.640332,-1014.77002,-872.1750977,-878.3351563,-910.6935547
