Name,CW_NR0718,CW_M1937,CW_M22233,CW_M22220,CW_M11977,CW_M21375,CW_NR1328,CW_NR1351,CW_NR1352,CW_NR1353,CW_NR1609,CW_M1943,CW_M11973,CW_M11,CW_M68,CW_M1942,CW_M11968,CW_M3721,CW_M11976,CW_J11665,CW_J5422,CW_J6203A,CW_J6203B,CW_Wombat_Common,NHNW_B118,NHNW_B131,NHNW_B135,NHNW_B14,NHNW_B40,NHNW_B42,NHNW_B79,NHNW_B93_Anomaly,NHNW_J13143,NHNW_J13144,NHNW_J13145,NHNW_J14051,NHNW_J6239,NHNW_JM12487,NHNW_JM18942,NHNW_JM19739,NHNW_JM2546,NHNW_JM7474,NHNW_JM7475,NHNW_JM8463,NHNW_JM8466,NHNW_SNC1,NHNW_SNC2,SHNW_M8783,SHNW_M8746,SHNW_M8887,SHNW_M8748,SHNW_M8801,SHNW_NR1326,SHNW_NR1348,SHNW_NR1349,SHNW_M8807,SHNW_M8749,SHNW_M8867,SHNW_M8752,SHNW_M8774,SHNW_M8952,SHNW_M8892,SHNW_M8951,SHNW_F_Poor_Teeth,SHNW_Holly,SHNW_J16968,SHNW_J17772,SHNW_Kyle,SHNW_M_Good_Teeth,SHNW_M_Poor_Teeth,SHNW_Mr_Fox
X Lateral patch 64,52.72833862,122.0956299,-4.845013809,52.83948364,110.5200562,-11.33392334,52.16710815,58.49299927,43.26390991,48.34560242,52.83466797,-17.20985413,57.11487427,108.0840942,-16.61357269,124.2994507,-7.605356598,109.5450806,-26.99221191,53.96617432,52.12929077,52.80628662,51.99425049,55.36875,52.2310791,61.21724854,55.63261719,54.12613525,57.05879517,60.58233032,58.76497192,57.1607666,51.11048279,49.49349365,52.18955688,55.36252441,61.28578491,50.60649109,52.89943848,61.99445801,59.73759155,56.22449341,59.75901489,51.6239563,54.17387085,56.83997192,50.13088989,120.2645752,-12.56057739,33.42546997,106.0667847,-24.54133606,48.61240845,57.04771729,48.7260376,126.0119629,-9.056093597,46.90026855,-11.14506149,115.4510498,-9.024195099,108.4161377,-21.42762451,50.88778687,44.93500061,45.42085876,49.75791016,38.56297913,38.48561096,60.72883911,60.80727539
Y Lateral patch 64,64.69291992,-33.62179871,-33.5560791,539.4986328,245.4558594,267.0035645,29.63780212,78.20961304,49.22067566,17.13086395,19.68653717,-49.39089966,530.520166,253.7310059,257.2215332,-24.06396637,-20.44271393,287.8255371,277.8559326,28.39975586,37.95570679,-11.53024063,33.5680603,24.09551086,26.05010071,29.85785217,28.04658813,29.59526672,27.26083069,28.67423096,22.31891327,24.29645844,41.36523438,35.17595215,33.06651917,35.31370544,25.12396545,40.74584656,-26.81866455,-12.20910263,57.25779419,-12.96101379,40.01801147,22.90802307,40.74081116,29.54121094,35.61416321,-44.38331909,-37.15797119,504.4891113,246.6016113,260.032373,48.17181396,53.59335327,55.21668701,-43.95110474,-57.45996094,497.2227051,242.3768311,-45.55431519,-55.07883301,242.1622314,249.3729248,-21.83714752,12.48789978,31.76463318,38.20646362,-6.271789551,-16.33338165,-47.34321289,-18.85373383
Z Lateral patch 64,-274.5310547,-808.0787109,-835.0234375,-839.5422852,-819.6105469,-835.1293945,-565.2575195,-625.7573242,-989.8768555,-244.7249756,-894.9229492,-808.8613281,-805.3196777,-782.9647949,-810.4760254,-533.0772461,-562.4458008,-557.8921387,-563.0022949,-1287.528516,-1298.72959,-675.8935547,-1281.591797,-871.5770508,-1280.340918,-1298.957715,-1044.156543,-1275.574219,-1291.966309,-1295.320215,-1033.030176,-1296.614746,-1278.603223,-994.2114258,-1272.257227,-1270.8125,-1279.262305,-1293.065723,-967.8387695,-961.4691406,-1287.47793,-941.5321289,-1284.6875,-1275.981738,-1021.209766,-1034.540234,-1293.627734,-874.5055664,-897.1829102,-903.4817383,-888.540332,-897.156543,676.7001465,363.7399902,984.1339844,-746.6760742,-775.2173828,-775.436084,-777.0400879,-511.7645508,-534.2774902,-510.8527344,-535.4704102,-857.1178711,-922.3049805,-1274.648438,-1274.828516,-1013.289844,-865.7823242,-874.2389648,-901.5097656
X Lateral patch 63,39.3412323,111.2806641,-13.89712677,44.22064819,96.39657593,-20.60750732,38.60328674,39.9905365,32.41450195,40.09493103,39.77043457,-27.12354431,41.94088135,94.70029907,-27.20495911,109.434729,-18.68649597,99.76572266,-36.25823975,43.09615784,39.27027893,40.84090881,38.04104614,42.06928711,38.15135498,45.98575439,41.02181702,40.24434814,42.00241699,45.4488678,43.47290955,40.52447815,40.31806335,36.56645813,36.89882507,42.14894409,44.15934753,39.33944702,37.83814087,45.57374878,43.57275085,42.11560364,43.41835022,39.88525391,39.40741272,43.88534851,37.09901123,104.8866821,-23.01899414,21.13026581,90.04592896,-31.68311768,36.18829041,42.65926514,36.40443115,109.0640381,-16.98861389,34.55167236,-21.22579956,103.80896,-16.35163269,93.41268921,-31.5823761,38.26387329,33.15289917,33.68925171,35.40597839,30.41140137,27.69911194,48.00788574,52.41654053
Y Lateral patch 63,17.70558929,-73.55687866,-74.95773315,497.6344727,207.1140137,224.1464355,-15.11341858,28.73629456,4.757252121,-23.32569275,-23.86256256,-91.05956421,493.1819824,213.226709,215.6050537,-60.14977417,-61.87802124,244.6764893,238.6629883,-15.77090302,-7.337273407,-53.68522949,-10.52879105,-19.97997284,-9.689552307,-11.40450974,-12.07291107,-7.028700256,-10.44899139,-10.73563461,-16.26789703,-13.60541382,5.881637192,-1.560452938,-3.125247002,-3.143730354,-12.125634,7.503211212,-58.8100708,-48.8241394,17.86632996,-51.4394043,-2.95987854,-10.66984863,-0.842434597,-5.979449081,4.839667511,-78.72761841,-69.97947388,471.7887207,213.7115967,225.0149902,17.8363327,20.24455872,22.26960449,-76.12852783,-91.38809204,463.4568359,209.1253662,-80.31469727,-89.67852173,209.1725586,212.3609863,-55.86389771,-17.40010071,1.339044476,4.233318329,-40.28865356,-51.56263428,-80.14623413,-55.04603882
Z Lateral patch 63,-263.4734131,-802.5506348,-817.1120605,-826.3820313,-811.423584,-824.2481445,-554.4384766,-617.0835449,-980.8861328,-238.7698242,-889.4895508,-797.2504395,-796.1771973,-782.4680176,-796.0850586,-527.623877,-547.524707,-548.2279297,-552.9688965,-1275.85127,-1283.171582,-664.2230469,-1270.353809,-862.9057617,-1270.298438,-1281.533984,-1031.54375,-1264.595996,-1279.189063,-1284.846973,-1021.24873,-1287.207129,-1267.414355,-981.627832,-1258.973633,-1261.087988,-1263.843262,-1277.872754,-956.0496094,-948.4498047,-1276.391992,-935.799707,-1274.393164,-1266.693164,-1011.349707,-1020.30791,-1280.532813,-867.6630859,-887.7121094,-893.7374023,-878.7125977,-889.3625,686.7391602,370.7976807,993.5072266,-740.9098633,-760.5460449,-764.6969238,-763.6820313,-504.6558105,-521.2743164,-506.4650879,-525.9996582,-844.3310547,-932.1450195,-1264.149707,-1265.222266,-1007.656836,-859.796582,-866.1711914,-907.7405273
X Lateral patch 62,52.07924805,121.1787109,-5.130317688,54.021875,107.7687622,-11.55270309,49.45765686,55.1097229,40.24779968,48.93380737,52.87305298,-17.76575775,54.33062744,105.4588379,-16.80054474,120.1738037,-9.349141693,108.9782715,-25.62177429,53.73757935,50.64597778,52.38450928,50.79161987,54.83428955,50.43539734,60.69777832,55.26555786,53.35717773,55.51204224,58.76906738,57.4812439,54.4565979,49.86999512,47.61629333,49.83804626,55.19434204,59.0024353,49.91006165,50.31121521,59.57977905,58.36347046,56.48088379,59.55903931,50.83103638,55.71932373,55.73030396,48.6397522,118.3800537,-12.92130432,31.42260437,104.4837402,-22.56457977,47.33806763,54.9753479,47.55971985,123.5395996,-8.522280121,44.74005737,-11.60052109,116.1188599,-7.793741608,107.0174805,-21.17943268,50.80831909,42.475,44.21031189,47.79595947,38.03030396,38.50470581,60.04659424,61.07411499
Y Lateral patch 62,43.08173218,-51.13964233,-51.43636475,520.2086914,226.8705078,247.3621826,9.290872955,54.25578003,27.97831726,-1.66837101,-1.59170742,-69.96380615,511.904541,235.127002,238.3142334,-41.79261475,-40.67077637,268.7633545,258.988916,8.533628082,16.37692871,-31.59500122,13.24193573,3.503742218,9.391075897,11.4411911,10.07922363,12.25766602,9.004402924,9.755948639,4.072691727,6.3554245,26.28301697,18.2223114,16.64866028,17.65761871,7.166062164,25.23848877,-42.03268738,-28.55122681,37.80119019,-31.07873535,20.488974,8.248636627,21.23946533,11.66307373,20.77731171,-60.96220703,-51.88691406,488.3010742,230.6897461,243.3114014,33.36369324,35.84776306,39.55145569,-60.56841431,-73.0333313,481.905957,227.6613525,-61.17106934,-71.27828369,227.1921631,231.3124756,-37.81528625,0,17.56266937,21.21065979,-21.12683258,-32.33597107,-63.0088623,-34.16072083
Z Lateral patch 62,-270.5914063,-803.4921875,-827.2226563,-833.3024414,-814.0552734,-832.7667969,-560.256543,-620.6996582,-983.0825195,-241.2485596,-893.3083984,-804.2263184,-801.9574219,-781.5041504,-805.0907227,-528.6035156,-555.0149414,-554.6167969,-559.1055664,-1281.312207,-1291.925293,-670.2610352,-1275.750684,-866.2567383,-1278.691797,-1293.553906,-1040.556543,-1272.249512,-1288.579785,-1294.58584,-1030.18584,-1295.329004,-1273.344629,-989.521582,-1268.17002,-1269.253027,-1274.260645,-1288.641113,-964.1362305,-959.843457,-1286.372754,-940.884668,-1282.565723,-1272.789551,-1018.177832,-1031.240234,-1288.648535,-872.484375,-894.2621094,-901.7416016,-885.0107422,-895.6141602,680.635791,364.9858398,987.5977539,-747.1996094,-770.0908691,-770.5511719,-772.0194336,-509.154541,-532.9041016,-509.3974121,-533.3989258,-852.3550781,-929.8333984,-1271.483691,-1269.979785,-1012.841309,-863.0722656,-870.5137695,-905.8860352
X Lateral patch 61,18.44269409,99.19168091,-36.93848877,26.80439453,86.63793335,-42.36159973,19.63645325,21.10778961,12.68943329,22.08258972,19.09157257,-43.08950195,26.24223022,87.38660278,-47.54837952,101.6871582,-38.88805542,81.75499878,-51.7855896,24.88225555,19.82166443,25.64900513,22.35674744,26.18753052,18.36138,21.38058472,18.89775543,18.60533447,20.19421692,21.77211304,19.60728912,18.57653351,18.97152557,16.86802979,17.34120331,21.19668732,21.59340973,18.0484726,20.21461945,23.24677582,17.98359528,21.10593872,19.90132294,18.35708008,16.13937836,19.17431641,17.5849762,90.94321899,-42.40681152,3.335678482,80.28653564,-52.05998535,19.36854248,25.05934753,19.22059631,96.82027588,-39.18537903,16.49512482,-41.38789673,89.57296753,-39.64716797,82.16404419,-54.03063354,21.27106781,16.35039978,17.847258,19.86040649,13.38133698,13.66921082,30.03092957,30.26962891
Y Lateral patch 61,31.59436035,-67.83349609,-67.0982605,507.0883789,217.1629883,235.5824463,-5.17413826,36.29468689,10.76483841,-13.44350891,-13.98640289,-80.38173218,501.6753906,223.8389648,225.0562012,-53.56400146,-52.19593506,250.5310059,249.7718994,-2.983302116,2.872767639,-46.25176697,0.994363689,-8.364051056,1.582643223,0.601965141,-1.136578941,2.856488419,0.732329273,4.000037384,-4.35105629,-1.881340218,14.25880127,4.594362259,7.299158478,6.620469666,-2.445930672,10.91383896,-49.71317444,-35.46357117,30.21980896,-37.8456665,9.775012207,-5.190663528,9.481549072,4.822238922,11.22478561,-73.07073975,-67.21921997,476.9021973,220.0844727,227.8856934,24.71088715,28.96359863,29.22588501,-68.31436768,-87.11925659,467.6980469,213.2447021,-72.73687744,-86.57295532,216.1257813,223.731543,-48.89199524,-6.200099945,6.551522064,9.713606262,-32.90855408,-42.14957275,-73.14616089,-44.34200134
Z Lateral patch 61,-281.451123,-822.1325195,-834.640918,-843.4442383,-830.7835938,-836.8283203,-570.9283691,-638.3023438,-995.6263672,-251.0426514,-905.7955078,-810.5745605,-813.8161621,-800.9318359,-808.4224121,-548.6289063,-561.8095703,-562.7616211,-564.4391113,-1295.069922,-1298.770996,-681.6347168,-1285.665918,-878.1426758,-1282.531836,-1301.250488,-1054.095703,-1284.00918,-1296.992773,-1303.098633,-1042.115332,-1307.396289,-1286.575293,-998.3691406,-1280.187012,-1280.547949,-1286.761035,-1292.85166,-975.7859375,-970.0224609,-1297.120996,-955.8431641,-1293.031641,-1280.340137,-1036.450684,-1036.353516,-1295.793262,-891.7075195,-902.4505859,-910.5974609,-900.2134766,-900.8495117,668.4705078,351.4923584,973.1826172,-764.7616699,-776.5146484,-782.6178223,-777.974707,-526.1077148,-533.6367188,-527.1122559,-538.2385742,-859.9619141,-939.525,-1279.655176,-1284.912207,-1021.932227,-878.5800781,-877.8966797,-920.165332
X Lateral patch 60,49.86477356,120.3658813,-6.369190216,52.83327026,105.1415527,-14.06412048,47.93357544,51.53433228,37.90067444,47.58546753,49.54765015,-19.57969208,50.97246094,103.9283569,-19.1530365,118.006958,-12.28884048,107.7192749,-28.07069092,51.69258423,47.91673584,49.47657776,47.4711731,51.75899048,46.85632935,56.16417847,50.76641846,49.05436707,51.2836853,54.35496216,53.99424438,50.30249023,47.82449341,44.3024292,45.76118469,51.82206421,54.4262085,46.64378662,46.83466797,55.1505127,53.38757324,53.24415283,55.53166504,47.81767883,52.27959595,51.36978149,45.67007141,114.6805176,-15.52440643,27.88995361,100.8704407,-25.36118622,44.13188782,51.99727173,44.74864197,119.5824219,-10.52221298,42.57900391,-13.96494598,114.4570068,-9.799002075,104.514917,-24.587146,47.76252441,39.19500122,40.86810303,45.09381409,35.9032074,36.05354919,56.47408447,58.85159302
Y Lateral patch 60,31.51329651,-61.67461548,-61.41225586,509.8242188,218.6588135,237.6393799,-2.076072311,42.58253174,17.78414001,-11.80719757,-10.76639786,-80.12949829,503.2955566,225.8878906,228.413501,-50.20837097,-49.55326538,258.5957031,249.7145508,-2.500766945,6.499775696,-41.45839539,2.573847961,-6.946699524,0.035758311,0.70740118,-0.662651634,2.75260849,-1.209375858,-0.3349648,-5.444242859,-2.844646835,17.42937775,9.130093384,8.029528046,7.78243103,-2.621864891,16.31866302,-50.61666565,-38.49825745,28.11339111,-40.77007446,9.157279968,-0.472294426,11.04555054,2.75403347,12.78211365,-69.53797607,-60.09768066,479.9750977,222.2198486,234.3726074,25.60583801,27.68299561,31.30500793,-68.45620728,-81.93152466,473.1569336,218.7148193,-70.11681519,-80.35422974,218.6387939,222.3674805,-46.57163696,-6,9.487360382,11.97247849,-29.14065247,-41.28648071,-71.09313965,-42.0598053
Z Lateral patch 60,-270.7006104,-805.5163086,-825.7564453,-833.2821289,-814.3501465,-832.1094727,-560.8270508,-622.1484863,-983.4884766,-243.4993408,-896.1492188,-804.800293,-801.2047852,-783.3980469,-805.3365234,-528.8858398,-554.4599609,-554.3745605,-559.3890625,-1280.803809,-1290.363281,-670.401123,-1275.902832,-867.1950195,-1278.303125,-1292.740625,-1041.825781,-1272.611523,-1289.48623,-1294.672461,-1030.681836,-1297.392676,-1272.854492,-988.6825195,-1266.806934,-1268.998535,-1274.891309,-1287.37207,-963.5818359,-958.894043,-1286.834668,-942.7473633,-1283.796484,-1272.937695,-1020.02959,-1030.849707,-1287.414258,-874.0329102,-894.9375,-901.8335938,-885.8927734,-896.6092773,680.6614746,362.5092773,986.7262695,-749.2836914,-769.9523438,-772.041748,-772.1613281,-510.9018555,-531.4905762,-511.2364258,-534.5441406,-851.7586914,-934.1467773,-1271.929395,-1271.597656,-1013.183496,-864.4854492,-871.7368164,-909.8891602
X Lateral patch 6,-32.88851929,53.44507446,-94.0595459,-27.09004822,38.81086121,-91.94352417,-30.65018311,-30.64493408,-35.9634491,-25.96526794,-31.67166138,-96.61966553,-21.27015076,41.86866455,-96.90653687,57.15737305,-92.22061768,31.11145325,-102.7303589,-32.36739197,-32.78302917,-31.30969849,-33.9086731,-29.00141907,-28.21591492,-32.19637451,-33.72868652,-34.09152222,-33.1680481,-32.81581726,-31.68589783,-30.36424561,-29.28482666,-30.1691925,-30.4755249,-31.86320801,-31.71120605,-29.12588196,-30.50254517,-29.46543884,-31.3757019,-29.13397827,-35.09006042,-30.16801147,-35.7589325,-30.39427795,-29.22316284,42.95149536,-89.20919189,-41.40627441,32.45330811,-96.81481934,-28.52781372,-25.94022217,-28.37868347,50.02173767,-86.57530518,-31.31268921,-90.43386841,42.90982971,-83.94522705,33.49830322,-103.7072388,-27.59229736,-23.61340027,-28.13616333,-27.97022095,-26.81207581,-35.25070801,-18.59755554,-13.69007721
Y Lateral patch 6,43.4743866,-58.31313477,-54.90831909,516.0828613,229.7703369,243.5841064,10.2334137,55.29915161,28.29423218,-3.282348633,-2.588487816,-72.39512329,514.4964355,236.3926025,236.9292969,-40.58731079,-39.81889038,260.5660889,259.1570313,6.437593079,15.31482697,-36.33910828,12.67904205,2.628343391,10.75032654,12.52472992,8.992238617,12.61802216,12.66158905,16.41218719,6.547276306,8.797961426,24.22825165,19.68077545,20.07919464,15.945047,13.2512085,24.08439789,-38.83989563,-25.11651764,39.49944153,-25.09634094,21.92264709,5.6553936,18.82801514,13.53208923,20.47493591,-59.70767822,-56.0744812,485.0210938,229.6027832,234.0436523,34.36637573,37.1223938,38.21143799,-56.78934937,-75.63305054,477.4044922,222.3286621,-63.01759644,-81.84579468,229.6035645,230.3132813,-39.51950073,3,17.5407074,21.28805084,-23.59041595,-34.34184265,-59.99202271,-37.45256042
Z Lateral patch 6,-281.2296875,-832.8839844,-824.9216797,-842.5000977,-838.9973633,-826.5851563,-571.8449219,-637.7995605,-993.462207,-249.9921143,-904.0083984,-796.7151367,-816.0442383,-812.182959,-797.8541016,-559.7693359,-553.2164063,-568.1218262,-552.6514648,-1294.099121,-1296.844727,-680.5123047,-1283.123438,-877.41875,-1278.939844,-1295.031348,-1048.384766,-1278.69707,-1293.895801,-1296.720313,-1035.229883,-1304.319336,-1283.82998,-996.4796875,-1278.763281,-1278.722461,-1281.340527,-1283.959082,-975.7020508,-966.5195313,-1293.99834,-953.3774414,-1287.317871,-1277.220605,-1033.492383,-1029.32666,-1291.939941,-903.1582031,-893.8571289,-905.2353516,-907.4568359,-886.1151367,670.610498,353.7390625,973.7496094,-776.5437988,-762.9285645,-778.8958984,-765.069043,-536.1098145,-521.5688477,-539.4159668,-520.6095703,-860.5067383,-927.225,-1276.173047,-1280.574902,-1018.203418,-883.2675781,-875.2494141,-910.2381836
X Lateral patch 59,43.39685364,115.5752563,-11.16391449,47.77610168,100.1171875,-18.03013458,42.56873779,45.68887939,34.76004028,43.08275757,43.44714661,-23.40740662,45.99034119,99.04111328,-23.65920105,113.2754883,-16.29745178,103.7650391,-32.98148499,46.56457214,42.71740112,44.88806152,41.88302917,45.97469482,41.72890625,50.13611755,45.28333435,43.57055359,45.66130371,48.91175842,48.29399414,44.16856079,44.23205261,40.14313354,41.35159607,46.30414734,47.87550964,42.57371216,41.5294281,48.81049805,46.88960571,47.21011658,47.07530823,43.36022644,45.06214905,46.75255127,40.71705627,109.1326416,-19.74693756,24.17399139,94.58010864,-29.20334473,39.77992249,46.73864441,39.39197388,113.4313354,-14.2009964,38.14839172,-18.42247314,109.2418579,-13.22986145,98.63428955,-28.68125,42.44275513,35.90859985,36.23718262,39.23414307,33.17264099,31.31350403,51.47023926,55.67322388
Y Lateral patch 59,22.17975006,-70.72382202,-70.12047119,501.4032715,210.9005615,228.4607666,-11.75653992,32.29363098,8.854322815,-19.50653076,-19.37312317,-87.94243164,496.0303711,216.906665,219.3805908,-57.45379639,-57.73511353,248.6867676,241.8154053,-11.46125488,-2.904141045,-50.173703,-6.60424118,-15.84588318,-7.660845184,-9.06574707,-9.608504486,-4.908879471,-8.966880798,-8.656237793,-13.90308533,-11.51316147,8.997063446,0.59574275,-1.423924732,-0.965424728,-10.24805298,9.404108429,-57.38777466,-47.15881958,19.95108795,-49.05898132,0.247575974,-8.100915527,1.305115986,-4.276580429,6.662138367,-77.00354004,-67.93459473,473.4321289,214.8206543,227.1161865,19.45546265,21.52389679,24.09090729,-75.19334717,-89.16846924,465.6031738,210.9093262,-78.92699585,-87.70674438,211.388623,214.2105225,-53.91233521,-13.6,3.046245193,5.103396606,-36.94051514,-48.5729248,-78.03227539,-50.84181824
Z Lateral patch 59,-267.2611572,-804.8290039,-821.0584961,-829.6896484,-813.1952148,-828.0003906,-558.0025879,-619.5804688,-981.6795898,-240.7200439,-892.7143555,-800.9023926,-798.4391602,-783.572168,-800.8018555,-528.335498,-550.7991699,-551.4515137,-555.8751953,-1278.95459,-1286.60127,-667.1360352,-1273.474219,-865.7960938,-1274.401367,-1287.55332,-1036.49209,-1268.916016,-1284.440137,-1289.648438,-1025.7,-1293.628711,-1270.988574,-985.244043,-1263.280273,-1265.094629,-1269.375586,-1281.862012,-960.2457031,-954.0814453,-1281.445313,-939.7479492,-1279.683301,-1269.592383,-1015.08877,-1025.299414,-1283.646191,-870.8819336,-891.984375,-898.1360352,-882.9198242,-893.3979492,683.5348145,366.4920898,989.0929688,-744.6393555,-765.3265625,-768.4618652,-768.0359863,-506.9753418,-525.9153809,-508.884082,-530.9816895,-848.3267578,-934.3488281,-1268.40459,-1268.866992,-1010.626563,-863.2889648,-869.4772461,-909.6235352
X Lateral patch 58,43.55439453,116.0419189,-12.026091,47.71107483,102.4518555,-18.6141861,43.60820007,47.97895203,33.59851685,42.85066833,45.02922668,-24.87115021,47.19212952,100.5543396,-24.14335632,115.7756104,-17.63912964,102.2495605,-33.56366882,47.54115906,43.45305176,45.56098633,43.14090576,46.83435974,43.5065918,52.19523315,47.15125732,45.89932556,48.29111328,51.27749023,49.40895996,46.78379211,43.78974609,41.10262451,43.06987305,47.26158752,50.84904175,43.42235718,44.58129883,51.937677,49.84551392,48.95730591,51.44526978,44.03932495,46.11207581,47.82979431,42.69455566,113.0361572,-19.10058746,25.02840424,99.29254761,-28.95650635,42.04379578,48.89906006,41.740271,117.7237671,-14.67502899,39.06275635,-17.66472015,110.0490356,-14.36714478,101.56474,-28.77711792,44.88626709,37.18829956,39.0230957,42.78180542,32.46747131,33.29224548,53.71420898,54.88936768
Y Lateral patch 58,45.80964661,-51.15594177,-50.2742981,521.2818848,229.3000488,249.0119141,10.84240189,56.80927734,29.06903992,-0.395253873,0.833135223,-68.42282104,514.1204102,236.24375,240.3189697,-40.38443604,-38.31442261,269.3523193,261.3688965,9.708392334,17.85556793,-30.70458984,15.38143158,6.243249893,10.66307602,12.72004089,10.49545135,13.31537018,9.946486664,11.44215469,5.474578094,7.665470886,27.61020508,19.64221954,19.09541168,18.69640045,9.27408371,25.23335266,-40.62054443,-27.05922546,39.62407532,-29.49302368,21.05644836,8.703932953,22.40867615,13.40146179,21.60932922,-59.78953247,-51.39442749,489.2577637,231.5802734,243.731958,33.8602356,37.29505615,40.89951172,-59.01387939,-72.72137451,482.5038086,228.04729,-60.68444824,-71.32749023,228.14375,232.4133057,-37.00951538,0.492700005,18.29966278,21.72825928,-20.87773285,-31.60639038,-61.74805298,-33.68386841
