Name,CW_NR0654,CW_NR0718,CW_M1937,CW_M22220,CW_M11977,CW_M21375,CW_NR1328,CW_NR1351,CW_NR1352,CW_NR1353,CW_NR1609,CW_M29,CW_M1943,CW_M11973,CW_M11,CW_M68,CW_M1942,CW_M11968,CW_M3721,CW_M11976,CW_JM5397,NHNW_B118,NHNW_B14,NHNW_B34,NHNW_B71,NHNW_J14051,NHNW_JM12487,NHNW_JM18942,NHNW_JM19739,NHNW_JM2546,NHNW_JM7474,NHNW_JM8466,NHNW_SNC1,NHNW_SNC2,SHNW_M8746,SHNW_M8887,SHNW_M8748,SHNW_M8801,SHNW_NR1326,SHNW_NR1348,SHNW_NR1349,SHNW_M8807,SHNW_M8749,SHNW_M8867,SHNW_M8827,SHNW_M8752,SHNW_M8774,SHNW_M8952,SHNW_M8892,SHNW_M8951,SHNW_F_Good_Teeth,SHNW_F_Poor_Teeth,SHNW_Holly,SHNW_M_Good_Teeth,SHNW_Mr_Fox
X Mandibular patch 93,-15.93570099,-27.93369751,61.21159668,-15.16147766,46.73202209,-77.91412354,-19.75629272,-26.0795166,-28.08841858,-23.43025055,-22.28559113,44.42608643,-75.83757324,-19.21483917,37.9106781,-84.97940063,50.52104492,-84.28661499,47.15333252,-86.40111694,21.91590576,-22.35789948,-25.36296234,-20.71210785,-24.97646332,-24.23735657,-21.93001404,-18.13917999,-19.98209381,-24.578508,-20.96779327,-27.08815613,-25.77546692,-22.33101044,-79.62628174,-24.59792175,45.44196777,-84.66424561,-22.02248535,-20.15396423,-26.98692322,50.4051239,-82.35988159,-20.38516541,46.06677551,-73.67097778,56.0499939,-77.54716187,45.19753418,-79.97318115,-26.0815918,-23.20883789,-21.70350037,-18.31567535,-9.238389587
Y Mandibular patch 93,-115.8853638,-116.670813,-189.7554443,376.9972656,101.2909668,102.8132813,-138.1808716,-103.1854004,-114.8056519,-140.8527466,-135.1687256,-195.6101929,-205.7231201,367.9173828,113.0232544,95.85142212,-179.852771,-196.1945557,120.2813721,124.3818604,-10.46726761,-18.51826172,-15.62161102,-5.766013336,-19.74124146,-6.444856262,-6.712533569,-29.44450989,-22.23979187,-32.9155365,-15.89747772,-14.35822296,-26.50097351,-16.9917572,-194.8964722,353.5653076,88.45068359,105.5707886,-111.4837646,-104.7519165,-99.33226929,-201.67052,-220.9441406,348.7227539,88.53673096,84.87337036,-210.4330811,-225.6239502,94.02536011,84.46061401,-58.99367676,-61.13994751,21.09210052,-48.08964539,-22.93260956
Z Mandibular patch 93,-235.14646,-271.962793,-820.8365234,-828.7282227,-829.1036133,-818.9815918,-561.73125,-635.0429199,-995.3428711,-242.4904053,-894.5279297,-795.3359863,-793.7588867,-800.5915039,-810.173877,-795.8359863,-557.5191406,-550.4614258,-560.8366211,-553.4857422,-1404.053711,-1436.813672,-1423.565527,-1448.570801,-1164.11582,-1443.846191,-1475.900391,-1150.434277,-1175.603418,-1466.338574,-1126.62168,-1201.210352,-1180.575586,-1433.391895,-889.2867188,-904.4454102,-900.2201172,-893.2344727,668.0626953,348.849707,972.3140625,-772.3589844,-758.4058105,-777.7643555,-774.7805176,-766.923877,-523.377002,-518.6995117,-532.6791504,-523.0598145,-922.947168,-901.2766602,-965.8873047,-923.5381836,-957.5848633
X Mandibular patch 92,-26.06815491,-38.89970703,55.51803589,-23.51989288,41.37593384,-90.59858398,-34.87495117,-31.31264954,-32.72389221,-26.29325256,-34.95233154,43.61556702,-91.42711792,-26.72483826,35.83331299,-96.07890015,50.54538879,-94.31256104,34.8609436,-103.0138794,27.11989746,-26.39373169,-37.54804382,-23.73755951,-28.63276672,-31.11096497,-30.10191345,-23.74202881,-32.11207886,-28.79221191,-24.17171478,-36.71647339,-37.08161621,-30.06917114,-90.73724976,-35.38162842,37.46099548,-95.43359375,-26.91731262,-28.52284851,-28.19456177,45.03378296,-88.93127441,-27.83841248,40.17011414,-83.72263184,44.45311584,-88.1161499,34.80656433,-100.736499,-29.68389893,-30.09585266,-24.26390076,-32.77984314,-20.0157196
Y Mandibular patch 92,-44.25596619,-38.84223022,-118.4855591,451.5889648,169.5789429,170.8511108,-66.62076416,-22.98038788,-42.01562805,-75.75371704,-64.89579468,-125.327356,-136.2568115,437.1680664,178.3419312,164.1424438,-107.1931641,-119.5999023,191.2548828,190.6064331,65.22476807,53.58771973,56.72727661,53.3199707,59.00530396,71.73908081,63.72443237,43.7114624,56.12410889,42.84110107,59.88927612,64.04584351,47.75246582,51.19036255,-128.9773682,417.8905762,153.4166382,170.4536743,-43.38934021,-38.04480896,-32.31833801,-135.0852295,-152.2566528,416.6408203,149.8647339,150.3450562,-147.9253296,-158.6029053,156.6000122,151.3062378,5.448019409,8.146781921,61.66459961,14.10304108,27.82651367
Z Mandibular patch 92,-252.7496582,-284.9548828,-838.4336914,-845.9700195,-845.0541016,-835.8700195,-586.1913086,-645.7782227,-995.265625,-262.3441162,-918.2602539,-818.2185059,-801.1154297,-825.6296875,-815.7199707,-801.7393066,-562.4786621,-547.695459,-567.4556152,-546.9268555,-1386.921777,-1444.101563,-1435.077246,-1451.29873,-1177.129785,-1451.756738,-1480.998242,-1161.295117,-1178.456348,-1488.405957,-1107.03457,-1213.958594,-1189.166406,-1440.092578,-899.5626953,-920.9646484,-921.7773438,-903.9772461,656.130957,351.5241211,986.6561523,-782.2962402,-778.184668,-793.8996582,-794.4097168,-781.1052246,-548.5789063,-536.8683105,-549.8302246,-536.4117676,-911.1336914,-895.7194336,-919.0551758,-905.0592773,-914.2959961
X Mandibular patch 91,-43.7337738,-63.99694824,27.79353943,-45.13031616,15.97021942,-105.6166992,-57.89579468,-56.84523926,-55.20072021,-45.36011353,-56.43539429,17.49249573,-104.2629639,-53.87209473,12.61126404,-112.2504883,24.40536957,-109.2854004,9.085714722,-112.9470947,45.25933228,-52.03598633,-65.51514282,-45.00311279,-57.78286743,-60.28067627,-55.49758911,-48.75576172,-61.5413147,-55.12226563,-51.38154297,-70.2121521,-64.61675415,-55.30455933,-105.3198853,-56.78550415,9.054515839,-109.2207275,-49.82810974,-50.27600098,-49.77271423,13.11548309,-103.4939941,-50.92198792,13.8472702,-100.3753174,13.42122955,-104.1254028,5.238151169,-121.9176636,-49.26090698,-53.24897461,-42.39500122,-58.39796143,-38.11548462
Y Mandibular patch 91,-34.85517273,-32.84451294,-111.5503052,458.9067871,176.829187,184.7504395,-55.92661743,-13.95376892,-32.97463989,-59.51149902,-50.17590637,-108.5949219,-130.1791992,447.7811523,188.1468994,171.7455322,-101.3256592,-115.0699951,193.3063721,187.8170288,76.69925537,62.24702148,65.49916992,56.50389404,69.58408813,77.33366089,71.60511475,51.27887573,60.1782959,63.94556885,55.37830811,77.80814209,58.13848877,54.98135986,-117.2648071,430.6425781,163.069104,181.3570801,-32.19130249,-33.08128052,-34.24788513,-126.8932617,-136.4977783,429.1685059,164.3965088,162.2227417,-136.940625,-143.957373,166.6750244,161.4608521,3.305955887,8.786821747,44.2,7.411398315,15.31274109
Z Mandibular patch 91,-226.7710693,-253.3582275,-820.8914063,-819.0039063,-824.2287109,-803.8257813,-556.1192383,-613.8929199,-964.8207031,-236.0937256,-893.0363281,-796.4384277,-768.8296387,-798.322998,-792.0981445,-766.4983887,-539.4276367,-513.3366211,-546.034082,-515.2099121,-1420.345898,-1413.12666,-1406.695508,-1428.451367,-1146.05,-1419.252441,-1450.366113,-1132.58252,-1147.157617,-1455.091504,-1074.999805,-1185.227344,-1159.71543,-1411.07041,-866.5050781,-896.5172852,-905.1886719,-868.594043,683.7851563,381.5026367,1017.87334,-760.8010254,-747.1705078,-766.9673828,-774.6182129,-749.602002,-529.7293457,-504.4507324,-530.1174805,-503.6453125,-887.8896484,-867.6553711,-896.9047852,-885.0720703,-886.9832031
X Mandibular patch 90,-21.41153412,-36.15874939,60.12651367,-21.29929047,44.52201843,-88.62908325,-30.09863281,-33.50522156,-33.26564026,-30.10137634,-30.7796814,44.51114197,-86.82635498,-24.04664917,36.55300293,-96.03474731,50.39592896,-94.77458496,41.69184265,-100.0430603,27.45169983,-27.54336853,-31.61507568,-27.14294739,-31.18781433,-30.46932068,-30.32405396,-23.41347504,-24.81888733,-31.30843506,-26.32417603,-32.55913696,-34.53632202,-28.2646637,-89.64478149,-31.71861572,42.27540588,-95.4914978,-28.17122192,-25.98444824,-32.70655212,49.4978302,-91.4789978,-26.2231781,42.74580078,-83.05715332,54.44104614,-87.86403809,42.52164917,-93.58904419,-31.29953918,-28.95941467,-26.35320129,-24.77468414,-15.82125549
Y Mandibular patch 90,-97.0210144,-94.497229,-170.2476929,397.0199463,120.4336304,121.2968384,-120.6979736,-78.08557739,-88.81438599,-121.8136475,-118.2974121,-178.6578979,-185.5502075,385.6234375,135.8731445,116.7460938,-155.8408936,-168.6425537,143.8627319,147.1671387,11.38375473,0.227485752,4.85761528,12.08008041,0.260145521,17.02372894,12.88293152,-11.4139473,-0.49302702,-13.88815308,11.63645859,5.853929901,-6.976055145,1.200395966,-176.6132813,369.7918457,103.2600098,125.0668213,-92.12839966,-83.56505127,-74.70067139,-181.6505249,-204.3982666,366.262085,105.7169312,102.9037231,-196.1070679,-208.254248,111.1493896,100.0894775,-36.93839722,-38.16340942,42.29599915,-26.6884552,1.238249493
Z Mandibular patch 90,-256.4599365,-293.6310059,-843.0617188,-851.8707031,-849.7458008,-838.2876953,-586.3633789,-655.0083496,-1010.789453,-262.9152344,-915.7537109,-818.0871582,-810.8552246,-824.1851563,-826.5297852,-811.3974609,-574.7351074,-564.0788574,-579.8652832,-563.6028809,-1384.310156,-1456.718945,-1441.969629,-1459.743555,-1184.663574,-1462.022949,-1492.171973,-1170.721973,-1194.647852,-1486.747949,-1136.209473,-1221.892871,-1199.378418,-1449.476465,-905.3317383,-923.3991211,-920.8203125,-908.0254883,651.2727539,336.4349121,962.4464844,-789.5915039,-777.3869629,-796.1180664,-793.9498535,-784.2984863,-545.0447754,-537.1963867,-553.5399414,-539.0285156,-932.5641602,-913.4791016,-957.9129883,-931.6571289,-952.1981445
X Mandibular patch 9,-32.12572632,-47.59952087,50.61853638,-29.87597351,35.53484192,-99.07017212,-40.44729919,-38.409021,-41.0797821,-34.82778931,-39.55024719,35.40688171,-97.82889404,-33.22834473,29.45679321,-104.061731,43.71427917,-102.3509521,31.45330505,-109.5085327,35.90804443,-36.95831299,-46.07792053,-30.80476074,-39.69915771,-41.01570129,-39.54326172,-33.62520752,-38.01921082,-39.28449402,-34.46323853,-46.83401489,-45.55775452,-37.10966797,-100.7638794,-43.98375854,30.51022644,-104.0212769,-36.82670593,-37.29040527,-38.40726318,38.66514587,-99.64509277,-37.38230896,33.18252869,-93.69377441,38.80518799,-96.96775513,26.99681396,-107.0571167,-37.92313538,-38.93351746,-33.72630005,-38.13985901,-27.27301025
Y Mandibular patch 9,-61.36106567,-57.02322998,-137.6807861,432.421875,153.6227783,153.0802612,-86.51828613,-41.58928223,-58.13156738,-88.87860107,-81.98959351,-144.0406738,-153.8213257,419.1084473,165.2396729,146.7971436,-122.2349365,-136.2234985,173.7366699,175.189856,44.81216125,33.99572144,36.11149902,40.66066284,37.6941925,51.96551514,45.14228516,23.13952026,34.59382629,22.83388214,42.66564331,42.31631165,29.21872864,33.36964722,-144.3849731,401.4661621,134.9617432,154.1924683,-60.18094482,-55.18598022,-46.76095886,-151.2383545,-170.2617798,399.554834,134.7813354,134.4409668,-164.8620483,-174.1051514,140.0043945,131.8797852,-8.92735672,-9.008048248,52.26660156,-1.611409569,16.36018524
Z Mandibular patch 9,-254.3078613,-287.7323975,-843.5325195,-849.1682617,-848.643457,-833.5716797,-585.2194336,-648.9430664,-1000.064844,-261.3627441,-916.4493164,-818.5294922,-803.3131348,-826.5110352,-820.4341797,-803.1629395,-568.8458984,-552.3136719,-574.4189941,-549.6425781,-1386.198047,-1451.382129,-1436.903516,-1450.677246,-1180.684961,-1453.576074,-1484.475391,-1164.12793,-1185.215332,-1487.891406,-1117.386719,-1216.719727,-1191.045996,-1442.504297,-897.5055664,-921.6668945,-922.7569336,-900.3569336,656.7983398,346.5244141,979.6972656,-787.6698242,-773.2021484,-791.6500488,-794.4212402,-779.1101563,-547.6017578,-534.0965332,-552.9314453,-534.1955566,-916.1401367,-900.1262695,-929.8392578,-912.9989258,-926.9700195
X Mandibular patch 89,-20.08503265,-32.38582764,54.67635498,-19.72937469,41.09173889,-81.1208374,-25.36704865,-30.70403442,-32.27514648,-26.13380737,-27.12030029,40.26847534,-79.31260986,-23.18465424,34.09839783,-88.24133301,45.38639526,-86.90683594,40.38424072,-89.42085571,25.71747131,-27.17122192,-31.03141785,-24.29806213,-28.49372559,-28.63529663,-26.41288757,-22.7324646,-25.30437469,-26.6447052,-24.36264496,-32.70020142,-30.69259338,-27.70717163,-82.70366821,-28.90987549,38.70680542,-87.350354,-25.61846313,-24.14848328,-29.30202026,45.52310181,-84.11079102,-24.07344971,40.4789856,-77.2833374,50.61828308,-80.92578125,38.99219971,-84.8104126,-29.90628662,-26.96515503,-23.53029938,-24.54375763,-13.00400543
Y Mandibular patch 89,-104.092395,-103.8655273,-178.7099365,389.0806396,112.0952148,116.0532715,-126.1547241,-91.34301758,-103.7664551,-127.9844971,-121.7100464,-183.1022461,-195.5959229,379.9769531,123.4733276,106.8911621,-169.2888672,-185.7702759,130.6108032,132.7441528,1.411612606,-6.533556366,-2.565940475,4.390567398,-6.279040909,6.798451996,5.482950211,-16.62653503,-9.846926117,-17.78322144,-4.885372162,-0.771137476,-14.57601776,-5.685612488,-182.8172729,366.3077393,100.947937,118.822229,-98.16591187,-93.39852905,-88.27297974,-188.3828125,-206.5614258,361.998584,100.0374573,97.44810791,-198.3828003,-211.4496582,106.1650024,96.62822266,-48.59552002,-49.6566925,23.56159973,-40.32418823,-19.10519257
Z Mandibular patch 89,-230.1941895,-264.0547119,-816.9312012,-824.0776367,-823.8447266,-814.1413086,-556.8567871,-628.0794434,-986.2306641,-237.5314941,-890.5157227,-791.4118164,-787.2472656,-797.1157227,-805.6652344,-788.7385742,-552.8384277,-541.6364258,-555.6328613,-544.877832,-1410.357031,-1433.25293,-1419.823828,-1443.181348,-1161.008496,-1439.4375,-1471.72832,-1147.381055,-1170.192871,-1463.016992,-1117.203223,-1197.194531,-1175.846387,-1429.134473,-885.1277344,-901.0594727,-899.6105469,-888.8055664,672.0279785,354.8411865,981.0075195,-768.3987305,-755.4947266,-774.2613281,-773.3714844,-762.3423828,-521.844043,-515.6333984,-531.2564453,-518.1088379,-915.2158203,-894.2238281,-953.8042969,-915.1693359,-944.9390625
X Mandibular patch 88,-14.86671906,-28.76726379,67.89214478,-13.21280365,51.94887085,-80.83928833,-23.68954773,-27.14591675,-24.81867676,-25.15041504,-24.00335083,52.20678711,-81.30408936,-16.93564301,44.17765808,-90.79333496,57.0232666,-87.66598511,48.06659851,-95.73256836,19.48407288,-22.93664398,-27.99817505,-22.35766296,-24.06219482,-25.34397583,-26.60964966,-17.4651123,-18.28318329,-26.51805115,-19.81146851,-25.91885681,-30.90589905,-22.6274704,-85.38302612,-26.43157043,48.70827637,-91.35921631,-22.27929535,-20.75772247,-26.59995422,56.87998047,-84.94827881,-19.80899048,49.03952637,-76.51755371,60.68006592,-83.1942688,48.27723694,-89.49476318,-25.1307251,-22.20118408,-21.08430023,-18.98885956,-9.863288116
Y Mandibular patch 88,-89.9815979,-86.04296875,-163.8427368,403.7247314,126.902002,127.9082153,-113.3202759,-71.07467041,-81.98153687,-116.967749,-112.1833984,-173.3843018,-179.0347778,392.4077148,140.4986816,122.907605,-150.8679077,-162.4668701,150.2973022,154.8399048,17.17264099,6.075634766,10.31624756,17.63258972,6.925487518,24.4428833,18.18744507,-5.045883179,7.315195465,-7.38221283,19.12879944,12.73977127,0.365669918,7.021959686,-171.261438,375.8022461,108.2492676,129.1803589,-87.45698242,-77.94393311,-68.87019043,-175.0295654,-199.0053345,372.6021484,110.7900024,108.7160156,-190.2043823,-203.739563,116.4516479,106.0664551,-30.9233429,-32.43216858,47.4,-19.49658356,6.962778473
Z Mandibular patch 88,-259.7587402,-297.1411621,-842.9077148,-855.1798828,-850.6901367,-841.8212891,-590.6587402,-658.2538574,-1013.31123,-268.9226074,-920.5706055,-819.7013672,-813.7478516,-826.9363281,-826.3405273,-814.9650391,-574.8866699,-566.3142578,-580.4982422,-567.0329102,-1380.669824,-1461.061914,-1448.556348,-1463.574805,-1189.41875,-1465.949707,-1496.659375,-1174.720703,-1198.73916,-1492.776563,-1137.996777,-1226.616699,-1203.859473,-1453.989258,-909.7477539,-926.8029297,-923.8265625,-913.2462891,647.8258301,333.7938477,959.9947266,-791.0499512,-782.9996582,-800.5316406,-795.4936035,-788.7463867,-548.0842773,-541.811377,-555.8789063,-544.9058105,-933.9256836,-913.7613281,-955.8910156,-930.8751953,-950.5481445
X Mandibular patch 87,-49.03851318,-70.35206909,24.17790527,-51.18805237,12.56766739,-112.5553955,-62.57962646,-62.4480835,-61.02489624,-51.77792358,-62.19597168,13.30285645,-110.9689087,-57.24255371,7.870820618,-119.0335815,21.38098907,-117.1307495,5.978414917,-118.3103027,52.68067627,-56.80541382,-68.37610474,-47.17420044,-62.14433594,-64.17581787,-58.21846313,-53.09168701,-65.06387939,-59.13331299,-55.98049927,-74.69904785,-70.52046509,-58.03128052,-109.8004028,-60.62631836,7.288851166,-114.2425049,-53.43500366,-54.3343811,-53.03441772,10.96568985,-109.3763306,-54.29887695,11.41681595,-105.0150024,11.7072197,-109.0958252,3.306835556,-126.681604,-53.14941406,-56.69372559,-45.33699951,-59.89276123,-41.97272949
Y Mandibular patch 87,-39.67387085,-37.99915466,-116.8555176,452.6945801,171.4053223,178.7653931,-64.04731445,-20.17227173,-38.01881714,-66.70713501,-58.64938354,-114.919519,-136.5672485,441.0263184,182.199707,164.8939575,-106.7761353,-120.9043213,188.3478027,183.4821899,70.9715332,56.5107666,58.19987793,51.96472168,60.96855469,69.31686401,65.55999756,44.79104614,52.51478271,54.67189941,51.78164673,69.24472046,49.50451965,50.51503296,-124.8568848,422.1443848,154.0839233,173.894397,-38.69181213,-36.96899719,-36.8188324,-132.678479,-143.1950195,422.2066895,157.2899414,155.445459,-144.7589355,-151.1751709,159.40979,152.7939209,-1.041375351,2.23379631,44.79989929,3.330735397,14.00070038
Z Mandibular patch 87,-231.0973145,-259.9104248,-827.4820313,-824.9466797,-829.1108398,-808.2952637,-560.2294922,-622.4132324,-972.2983398,-239.7123047,-897.5850586,-803.2973633,-774.5503906,-804.4171387,-798.8458496,-772.7432617,-548.8524414,-520.1498047,-553.5146973,-518.8806152,-1413.708789,-1419.835156,-1411.571191,-1431.589355,-1152.777734,-1424.364453,-1455.520313,-1137.19209,-1155.716797,-1460.775586,-1083.409277,-1191.267578,-1163.829004,-1416.307324,-871.1558594,-903.1998047,-910.9292969,-874.0804688,677.7612793,374.7998779,1010.521289,-765.8259766,-750.3543457,-771.1026855,-778.8989258,-754.4710938,-533.9507324,-508.7803223,-536.2505371,-506.5804199,-893.1021484,-875.993457,-903.5969727,-892.1802734,-895.321875
X Mandibular patch 86,-19.72988281,-33.55821533,58.50496216,-20.10580902,44.2167572,-85.18339233,-26.6678009,-31.44404297,-32.33400269,-27.41164246,-27.88988037,42.88964539,-82.0253418,-23.05161896,35.50328369,-91.80788574,49.57134399,-91.19545898,42.47131958,-93.78847046,26.53919678,-25.79089355,-29.27199402,-24.54139557,-29.49580994,-28.18384094,-26.68468323,-22.18389435,-23.45696106,-28.33265381,-25.00045013,-31.27703552,-30.41089478,-26.68150635,-85.60602417,-29.05633545,42.36762085,-91.49519653,-26.27918091,-24.5359024,-31.03020325,48.0138031,-88.8053894,-24.73402557,42.9686615,-79.94512329,53.87578125,-83.8463501,42.56880188,-88.23728027,-30.11940613,-27.69196167,-25.48480072,-22.76404572,-14.3880661
Y Mandibular patch 86,-106.9365234,-106.4634033,-180.6758301,386.4804688,110.5379028,111.3085083,-130.4378784,-91.17373047,-101.9541565,-131.2911255,-127.4130615,-187.8153076,-196.2538086,376.0359131,124.3726685,105.6393311,-168.0502441,-182.6259033,131.3456055,135.155957,0.286683464,-10.28300629,-6.423178864,2.056220818,-10.99406967,3.918017578,2.0391716,-21.94594879,-12.70525818,-24.58141479,-3.267110443,-5.618979645,-18.40552216,-9.271598816,-186.8384399,360.2185791,94.78843994,114.6076294,-102.4233643,-95.20570679,-87.64160156,-193.2762085,-213.7848145,356.026123,95.86520996,92.84326782,-204.8320068,-218.0662842,101.484613,91.03127441,-49.22427063,-50.47354431,31.34679871,-38.7491272,-11.33684082
Z Mandibular patch 86,-245.0022217,-281.9980469,-832.4132813,-839.8357422,-839.2269531,-827.9194336,-573.9100586,-644.9196289,-1002.657813,-252.0392578,-904.3664063,-806.6800293,-801.748584,-812.0652832,-818.9410645,-802.8666016,-565.9651855,-557.4728027,-570.5849121,-557.6595703,-1394.92002,-1446.562109,-1432.294336,-1453.668066,-1173.67373,-1453.279395,-1483.354785,-1160.384082,-1184.815234,-1475.825391,-1131.414844,-1211.589941,-1189.359668,-1441.182422,-897.3820313,-913.8279297,-910.6419922,-900.3512695,659.9245605,342.518335,967.5948242,-781.5570801,-767.0375488,-786.4720215,-784.773877,-774.8798828,-534.151123,-527.5914063,-544.0720215,-530.3137695,-927.8510742,-907.8848633,-962.7464844,-928.1416992,-955.6394531
X Mandibular patch 85,-29.73921204,-45.28657532,52.62658081,-28.10674744,36.5033905,-96.24356079,-37.84862061,-37.71849365,-39.51872253,-34.14411011,-39.10195923,38.98110046,-94.91599121,-31.52090759,31.06512146,-102.033844,44.9639679,-100.2709839,35.7508667,-107.613501,32.47498169,-33.38277588,-42.59710388,-29.32106323,-36.30037537,-38.14187012,-35.72382507,-31.44401855,-32.49071045,-35.82721863,-30.19851074,-42.81088562,-43.10715637,-33.74519958,-98.12974243,-40.40880432,34.63745117,-101.5567017,-34.82175598,-32.48229065,-35.42724304,42.94196777,-97.3536499,-34.23407593,36.49304199,-90.53334961,43.31637878,-95.07907715,30.40535889,-103.9235962,-35.33705139,-35.94192505,-32.68609924,-34.83974609,-23.15516357
Y Mandibular patch 85,-69.44672852,-67.12686768,-145.3474365,422.9237793,144.490271,145.0433838,-94.68001709,-50.58039246,-65.64841919,-97.44817505,-90.60792847,-152.4873535,-161.5461914,411.1675293,157.7730469,140.198291,-130.3046387,-144.1893921,166.518811,169.3383667,35.97727356,26.89250793,28.86184082,35.37488708,29.14185791,45.13504944,38.8496582,14.54367676,26.50484924,14.91902466,36.94673157,34.24399719,21.90021362,27.28875732,-150.7341431,395.4651367,129.1390015,148.9752563,-66.85610962,-59.99351196,-51.54018555,-156.9473999,-176.9327515,393.6273438,129.3964966,128.0201294,-171.2493896,-181.112207,133.7522461,123.3398193,-13.53172913,-14.77384338,49.88099976,-7.250273132,13.06101532
Z Mandibular patch 85,-255.589917,-290.5101807,-843.8597656,-850.206543,-849.187207,-834.1386719,-586.1748535,-651.3523926,-1003.649609,-262.6695801,-915.8450195,-819.2547852,-804.9034668,-826.1681641,-822.6375,-805.513916,-570.5787109,-555.7086914,-575.8791504,-553.2084961,-1384.727637,-1454.616211,-1440.275586,-1453.25293,-1183.280859,-1457.260449,-1488.01377,-1166.951367,-1189.043164,-1489.014355,-1122.64707,-1219.1125,-1194.539941,-1446.139746,-900.0230469,-922.9116211,-922.9200195,-902.7739258,654.847168,342.7309326,974.8157227,-787.7342773,-775.0456543,-793.5825684,-794.8111328,-782.1892578,-547.4302246,-535.8583496,-554.1918457,-535.4183594,-920.1928711,-903.4402344,-936.0231445,-916.8348633,-932.7848633
X Mandibular patch 84,-26.45236511,-40.18354187,50.67871399,-28.55386047,35.31097412,-90.93796997,-34.72660217,-37.71634521,-39.82852173,-33.51965637,-36.04799194,37.22071533,-87.68242188,-31.05499268,28.13722534,-96.77861328,41.43121033,-98.25792847,33.48819275,-98.6309082,32.57947388,-31.82781982,-36.28014832,-29.24169006,-35.76081238,-34.48048401,-32.60817566,-28.63847351,-31.30996094,-32.55441284,-30.07346497,-39.57372437,-35.95848999,-33.34668884,-90.03361206,-34.16213074,34.15736084,-95.2458313,-31.66912231,-29.66598511,-35.12775269,40.8683197,-91.23877563,-29.36512146,36.16754761,-83.78910522,47.29302979,-88.41920166,34.96781006,-94.12918091,-33.21860657,-33.5722168,-29.275,-29.33257751,-20.1642395
Y Mandibular patch 84,-97.95602417,-95.80116577,-170.3465088,395.9778564,118.5397095,122.2859985,-120.8769897,-81.41570435,-92.39362183,-120.3547974,-116.6501953,-176.933667,-188.19823,385.5441162,133.9202759,114.6009277,-158.3868164,-173.565625,140.4884888,141.3973877,10.91499023,-0.281501055,4.481907654,9.981303406,-0.797319555,13.66930389,11.12743225,-11.72165451,-4.503501892,-12.91529694,4.590469742,4.867520905,-10.31711426,-0.009296976,-177.0008667,370.4651123,106.4714478,126.1359253,-90.52828979,-86.22406006,-78.82991943,-182.5750732,-201.1862793,367.1878662,106.3019043,104.3290894,-194.1763916,-205.2691406,111.3868286,101.4950012,-40.42644958,-41.13478394,31.59989929,-33.79376831,-9.19995575
Z Mandibular patch 84,-239.4401855,-271.7799072,-829.2722656,-834.5101563,-833.9535156,-821.6024414,-568.0038574,-637.1832031,-993.4254883,-245.6699219,-899.071875,-802.8936035,-793.6928223,-808.0671387,-814.958252,-795.7615723,-562.5313477,-549.0980469,-565.677002,-547.525,-1401.808105,-1441.367188,-1425.477734,-1445.764844,-1167.219629,-1447.561523,-1475.808301,-1154.087402,-1176.89541,-1469.539844,-1120.267285,-1204.625879,-1181.689355,-1434.661914,-891.3087891,-908.1030273,-908.66875,-894.7762695,665.509668,349.2543945,978.3286133,-775.7137695,-761.035498,-779.8074707,-782.1243652,-768.0566406,-530.4743652,-522.9446777,-542.0674805,-523.2821289,-918.302832,-900.8196289,-951.2978516,-919.3760742,-943.9176758
X Mandibular patch 83,-18.4170578,-30.27185364,56.92357788,-17.59953918,42.82674255,-79.0897583,-22.1614624,-28.69237366,-30.42472534,-24.32211151,-24.68226013,41.17927856,-77.20349121,-21.68513184,35.31109314,-85.84949341,46.78458557,-85.1439209,42.94488831,-87.45188599,24.12177124,-25.13549042,-28.67211304,-22.49583893,-26.88406372,-26.85195923,-24.30265961,-20.74546661,-23.16405487,-26.11277466,-22.60200195,-30.20705566,-28.3567627,-25.53609161,-80.60150757,-27.06561279,41.20822449,-85.37148438,-24.06881561,-22.25343475,-28.34664612,47.02240295,-82.50894165,-22.48302307,42.56928406,-75.06987305,52.3614502,-78.86497192,41.21367188,-81.65212402,-28.37086792,-25.17818146,-22.57879944,-21.69535675,-11.01017685
Y Mandibular patch 83,-110.8431274,-111.7462646,-185.2667725,382.2132813,105.5319214,109.0794922,-132.7900879,-99.43207397,-111.4037109,-135.1297852,-128.4671143,-189.5362061,-201.9316162,373.4927246,116.7987793,100.2899048,-176.3877563,-193.3051636,123.6848145,125.9544434,-6.024762726,-13.06341553,-9.864561462,-1.123805523,-13.22814941,-0.354057169,-0.875506592,-23.03323822,-16.69287415,-25.40171814,-12.3242012,-7.894097137,-20.87853394,-11.71730957,-189.0441284,360.3381104,94.96291504,112.018103,-104.9064941,-99.67106323,-95.31151123,-195.0251587,-213.255127,355.6229736,94.19522095,90.96099854,-203.9827515,-218.3435303,100.0567749,90.49455566,-54.77966309,-56.23659058,19.53939972,-45.44126587,-23.63840637
