Name,Koala_NR2143,Koala_NR2145,Koala_NR1355,Koala_NR1499,Koala_NR0862,Koala_NR1098,Koala_NR2104,Koala_NR2105,Koala_NR2106,Koala_NR2127,Koala_NR2128,Koala_NR2112,Koala_NR2097,Koala_NR2102,Koala_NR2103,Koala_NR2137,Koala_NR2138,Koala_NR2139,Koala_Bimbo,Koala_Cascade,Koala_Cindy,Koala_Crockett,Koala_Eddie
Y Lateral patch 9,7.691819763,5.336594009,245.6837158,209.8586182,484.7134277,454.8344727,8.231324768,-6.512106323,233.4543457,228.502417,470.3999023,19.37821808,255.7553467,228.6636719,502.6718262,463.4040039,704.9742188,704.4475098,45.99819031,31.17720642,120.9958984,37.5004425,29.86740112
Z Lateral patch 9,-647.0321777,-642.4130371,-649.131543,-642.5025391,-651.3214844,-640.8537109,-587.1783691,-582.1388672,-591.7769043,-580.5619141,-589.7608398,-830.0517578,-828.1481445,-843.8099609,-827.4173828,-839.9850586,-834.7982422,-842.8776367,-1238.765527,-1239.936133,-1282.150195,-1232.609473,-1223.171289
X Lateral patch 89,76.87177734,-21.26980133,81.28400269,-19.30446472,82.6411377,-6.208116913,97.53327637,5.285112762,94.27476196,10.77940674,100.6213623,-22.39029846,-11.81322174,63.66734009,-11.60451279,72.52252808,-17.00062103,85.24714355,31.39692993,16.91324005,24.51977386,35.60087585,34.31820068
Y Lateral patch 89,26.92426147,19.42711792,264.418335,224.5398193,499.6560547,476.8435059,25.26178436,9.437021637,250.8063721,243.3593506,487.820166,36.29309082,270.6984375,244.8191895,517.6065918,479.0607422,717.436084,727.0031738,62.32525024,56.95559692,138.9314331,53.5373291,54.60999756
Z Lateral patch 89,-634.2835449,-652.1273926,-634.9288086,-651.7770996,-636.8092773,-649.8964355,-570.4797852,-585.4061035,-577.6730469,-589.237207,-569.3955566,-840.6237305,-838.2474609,-833.2727539,-838.6407227,-829.3901367,-843.640625,-828.1918945,-1228.366309,-1229.310449,-1264.116211,-1223.635938,-1219.113184
X Lateral patch 88,75.83171387,-30.52729187,79.14306641,-26.98626099,79.05393066,-15.34035339,96.54537964,-1.488935566,91.56592407,4.671175385,100.0766235,-28.26657104,-21.1650116,61.90281372,-22.52179718,69.73390503,-22.13045044,81.99247437,27.07559814,20.91875458,23.78656006,30.78754883,31.65100098
Y Lateral patch 88,-27.28399048,-19.0738327,216.0343262,181.6973755,455.2746582,422.8522949,-27.12088928,-33.31383362,204.2344604,197.0044922,439.9296387,-8.983119202,221.2924072,203.496936,468.7669922,431.7651367,679.3543945,675.4848145,19.64118042,16.7655304,99.04456177,8.154627991,6.682099915
Z Lateral patch 88,-656.1615234,-666.6606445,-654.5631836,-668.2535645,-658.3599609,-666.3533203,-590.1770996,-606.3218262,-594.1878906,-604.4445801,-590.8861816,-857.1915039,-854.8967773,-851.5795898,-854.5882813,-848.7527344,-857.8338867,-846.2484375,-1246.416699,-1241.967578,-1277.854883,-1246.567969,-1236.2625
X Lateral patch 87,80.95536499,-19.0274292,85.57077637,-15.62683716,85.34319458,-2.435856819,99.81331177,9.13167038,97.91321411,12.09883575,105.4874146,-16.42506866,-6.79030838,66.06434326,-10.24177475,74.54440918,-14.81950226,90.13395996,33.06941223,22.25559998,27.45830078,38.20958557,38.27059937
Y Lateral patch 87,0.500298691,0.145287299,239.1861816,203.8316162,475.0129395,447.4118164,-1.488282108,-13.03421631,227.0861572,218.9949219,461.7321289,12.78185654,247.7609863,222.4445313,492.3828125,454.0197754,699.0408203,699.9809082,38.85722656,36.62859802,119.2140747,29.70210266,28.89840088
Z Lateral patch 87,-631.6566895,-652.7745117,-633.9499023,-650.9583496,-634.8077148,-648.1324707,-565.9603516,-584.4040039,-576.1149414,-583.7049805,-567.8108887,-839.2210938,-836.7296875,-832.21875,-836.094043,-825.6834961,-842.1954102,-826.2152344,-1229.452441,-1227.392188,-1261.699023,-1223.690332,-1215.7
X Lateral patch 86,73.9737793,-32.13615112,76.99883423,-29.04057617,77.06958008,-17.57931671,94.36799316,-4.154674149,90.87262573,3.313752365,98.00004272,-30.65320129,-23.16569977,60.34216309,-23.82258301,68.09365845,-24.17590332,80.85772705,26.64333801,19.39274292,22.56157074,28.73957825,29.56860046
Y Lateral patch 86,-26.86027832,-18.69401703,215.4731201,180.802002,455.5932617,422.4640137,-27.56094666,-33.0190918,204.6131714,196.5208984,439.6552246,-9.429827881,222.0003174,203.2549683,468.2772461,431.3011719,678.587207,675.5766113,19.51503754,16.70410309,98.23996582,8.244773865,7.341400146
Z Lateral patch 86,-659.1705566,-667.2289063,-657.3083496,-669.2941406,-660.3835938,-668.394873,-593.448291,-608.0777832,-596.3069336,-606.0521484,-593.7555664,-858.8088867,-857.6357422,-853.6582031,-856.9055664,-851.4639648,-858.9150391,-849.8714844,-1248.692676,-1243.902148,-1279.55332,-1248.958398,-1238.944043
X Lateral patch 85,80.47329712,-21.09500732,85.31860962,-17.10387573,84.43306274,-3.949598694,99.59651489,8.162011719,97.09938965,11.06747971,105.5894653,-17.40167847,-8.964079285,65.88874512,-12.42179871,73.5437439,-15.89959717,89.32338867,32.18325195,22.24933624,27.38961182,37.8181488,36.92839966
Y Lateral patch 85,-4.203019333,-2.547642899,235.5049316,200.8501343,471.5400391,444.022168,-5.226168823,-16.16297913,223.7756348,216.0773682,458.6902344,9.191332245,243.6416992,220.2618652,488.7084473,450.5025879,696.2772461,695.7929199,36.17592468,33.75688171,116.341394,26.63432617,25.14340057
Z Lateral patch 85,-635.2572266,-656.0137207,-638.1555176,-654.9893555,-639.5813965,-651.9183105,-570.3180176,-589.2277344,-580.0796875,-588.1527832,-571.8696289,-842.9613281,-840.3429688,-836.5624023,-839.5334961,-830.3104492,-845.1978516,-830.184082,-1232.260938,-1229.954297,-1264.757031,-1227.897852,-1219.441016
X Lateral patch 84,76.72380981,-21.46450348,82.36062012,-19.15995636,83.39334106,-5.565338516,96.89066162,5.310559845,94.77886353,10.61764374,101.4742737,-21.90599976,-11.5936821,64.04250488,-11.96092148,72.48048096,-16.71924896,86.50557251,32.06674194,17.48863678,25.20328369,36.14159241,35.32489929
Y Lateral patch 84,22.07205811,15.14775696,258.3974121,219.8981934,493.6029297,469.9513184,19.27604218,3.742181015,245.7884033,238.6180908,482.9647461,31.53218384,266.3318359,240.2266602,512.9520508,474.2053711,713.2506836,720.3683594,57.69222412,52.71526489,134.5904419,48.30263672,50.0571991
Z Lateral patch 84,-633.7551758,-652.8705078,-635.2529297,-652.9713379,-637.1700684,-649.801416,-570.4154297,-585.5144043,-578.0778809,-588.014502,-569.7589355,-840.4679688,-838.9367188,-833.7355469,-838.0835938,-828.8912109,-843.4292969,-829.0318359,-1229.390918,-1229.460156,-1263.849805,-1223.8875,-1219.007715
X Lateral patch 83,81.05400391,-21.04561462,86.14768066,-16.52645569,84.92446289,-2.876530075,99.82984009,9.42514267,96.62374268,11.31101761,106.2979248,-16.68244934,-8.014081573,67.01719971,-12.53677216,74.03745728,-15.71531982,89.95603027,32.56661377,23.27571869,27.57970276,38.53527527,38.11879883
Y Lateral patch 83,-12.73930664,-8.584380341,228.5042236,193.7844849,464.1199219,437.2307129,-12.8865448,-22.97511139,217.1214111,209.372998,451.6294922,2.265166473,235.9164795,214.508252,481.4063477,443.4822754,690.7483887,688.0240723,30.27982178,28.20121765,111.0283813,20.05523987,18.69850006
Z Lateral patch 83,-634.7407227,-656.0465332,-638.4546875,-654.6646484,-638.9510742,-651.9505371,-569.2545898,-590.1719727,-579.1483887,-588.7455566,-571.8605957,-842.7260742,-840.0641602,-837.2070313,-839.2308594,-829.9466797,-844.8737305,-829.6822266,-1232.1125,-1229.740137,-1265.016113,-1228.74541,-1219.25
X Lateral patch 82,79.07492676,-20.79122925,83.78239746,-17.54853058,86.28192749,-4.954069901,99.94257202,7.055963898,95.73787842,12.14855576,103.8915649,-20.77078705,-9.928821564,65.26097412,-11.52917099,73.89956055,-15.99812622,87.8520752,33.51689148,19.2418869,27.45757751,37.85811157,36.84509888
Y Lateral patch 82,19.56369934,13.68966675,255.930249,218.3289795,491.7380859,466.8230469,17.10715179,2.118812561,243.6870605,237.0302734,481.1705566,29.27282104,264.9030762,238.4393066,511.4309082,472.3227539,711.7308105,717.6729492,56.02863159,51.44710693,132.7904419,46.27662964,48.10559998
Z Lateral patch 82,-635.1620605,-655.3567871,-638.0400879,-656.2227539,-640.6743164,-653.6598633,-572.8683105,-588.9742188,-580.7027344,-589.0999023,-571.8626953,-842.2063477,-842.2135742,-835.2075195,-840.8232422,-831.0898438,-846.059375,-832.3006836,-1231.909473,-1231.201953,-1264.560938,-1226.900781,-1221.65
X Lateral patch 81,80.6199646,-20.14825745,85.87675171,-15.89264832,84.77415771,-2.387842369,99.53694458,9.349936676,97.14803467,11.42098999,106.1653442,-16.23730621,-7.532659149,66.34888916,-11.52952423,74.08027344,-15.42637634,90.19324341,32.48247681,22.80354004,27.47806702,38.36688232,38.00840149
Y Lateral patch 81,-7.55845108,-5.185674667,232.530249,197.7669556,468.0378906,441.0110352,-8.567157745,-19.32855988,220.942334,212.9873291,455.2998535,6.34446373,240.4281494,217.5083984,485.4444336,447.1291016,694.0739746,692.5177246,33.61302185,31.28478394,114.4687866,23.59951935,22.29850006
Z Lateral patch 81,-632.2287598,-653.9697754,-635.9822266,-652.6547363,-636.2958984,-649.7689453,-566.9127441,-586.9864746,-577.5793945,-585.8665039,-569.5544434,-840.2841797,-837.5992188,-834.5625977,-837.1564453,-827.299707,-843.3532227,-827.7620117,-1230.336914,-1228.013184,-1263.100488,-1226.120801,-1216.982031
X Lateral patch 80,79.30527954,-26.51347046,82.78260498,-23.53898163,81.37348022,-9.439823914,99.27736206,3.381006241,94.0258606,7.391622925,102.6912231,-23.00441132,-14.94363708,64.65976563,-18.61569519,71.86744385,-19.49618073,86.40928345,29.29222412,21.67386932,25.47967987,34.57362671,34.51220093
Y Lateral patch 80,-14.07147369,-8.74176712,227.4331543,193.7061035,465.8688965,437.3601074,-12.8121109,-21.91802826,216.9039307,209.8114014,451.9212891,1.790027618,234.5564697,214.4830322,481.3917969,444.243457,690.4583984,687.4522949,29.97497864,27.53348389,108.862085,20.04782104,17.19850006
Z Lateral patch 80,-647.2146973,-663.7103027,-648.5230469,-663.3431152,-651.8499512,-661.845752,-582.3559082,-600.441748,-589.3584473,-599.0411133,-581.8873047,-851.9490234,-849.8595703,-845.9022461,-848.487793,-841.9441406,-852.5641602,-839.0982422,-1240.0125,-1236.91582,-1272.221777,-1238.428223,-1228.409961
X Lateral patch 8,9.1152771,-80.69573364,11.69364471,-78.42245483,12.01810989,-77.56508789,27.59048462,-61.11330566,30.43523865,-50.07536011,30.62125244,-87.40169678,-84.23205566,3.249279022,-82.42866821,3.972270203,-73.6880188,10.21256332,-31.93745422,-40.0354187,-37.73174744,-34.93120117,-35.64920044
Y Lateral patch 8,7.269624329,4.579973984,245.4565918,209.4381104,484.444873,454.329541,8.031147766,-6.921643829,233.044043,227.8911621,470.0022949,19.05636902,255.5759033,228.1019287,502.3414551,463.161377,704.6257813,704.208252,45.63559875,30.62012329,120.9451904,37.23165588,29.4973999
Z Lateral patch 8,-644.1735352,-639.4223633,-646.5456055,-639.180957,-648.2516113,-637.8513672,-584.3068848,-578.9205078,-589.2946289,-577.745459,-587.2902344,-827.3151367,-824.906543,-841.1571289,-824.7585938,-836.9037109,-831.9666992,-839.9378906,-1236.273926,-1237.829395,-1279.816406,-1229.882422,-1219.708008
X Lateral patch 79,80.83845825,-20.07001801,84.86002197,-16.9194046,85.45774536,-3.884900665,100.6467041,8.154289246,97.79452515,12.51029587,105.1687134,-18.64674835,-8.402006531,65.90752563,-10.93394699,75.18314209,-14.94017944,89.29667358,33.69320068,21.32770386,28.18031921,38.38743896,37.29450073
Y Lateral patch 79,9.538282776,6.837828827,247.3391113,211.3434082,483.2558105,456.8888184,7.424368286,-5.66452713,235.0074707,227.6930908,471.8094727,20.46088257,256.0890137,230.6930176,501.9850586,462.8961426,704.9913086,708.3828125,47.34908447,43.6401062,125.3612061,37.65369263,38.50710144
Z Lateral patch 79,-634.7979492,-655.506543,-637.4583008,-655.5785156,-639.8952148,-651.5853516,-571.1853516,-588.4015625,-579.9822754,-587.4393066,-570.3650391,-842.9170898,-840.9728516,-835.3455078,-839.5425781,-829.8167969,-844.7779297,-830.5709961,-1231.994531,-1230.413184,-1264.486133,-1225.842188,-1219.492578
X Lateral patch 78,78.07393799,-28.59089355,80.96263428,-24.71005402,79.84171143,-12.3923233,99.09772949,1.336187935,92.72089844,6.694493866,102.0027893,-25.43984833,-17.993367,63.40100708,-20.48210907,71.38621216,-20.33774872,83.80315552,28.18364868,22.30906067,25.0264267,33.12078247,33.78609924
Y Lateral patch 78,-26.62829285,-18.35684052,216.7255615,182.4770386,455.5400391,424.5209473,-25.66249084,-32.51108704,205.0859131,198.5070313,440.6478516,-8.014490509,221.7567627,204.155896,469.6123535,432.8615234,680.6001465,675.854248,20.04914246,17.90100861,100.0956848,9.326755524,7.298500061
Z Lateral patch 78,-652.7345703,-665.4358887,-651.2638672,-665.9278809,-655.0358398,-664.4209473,-586.7496094,-604.2660156,-591.6303223,-602.4477539,-587.2446777,-855.1526367,-852.6819336,-848.9913086,-852.0057617,-845.3816406,-855.7211914,-842.7123047,-1243.999219,-1240.09668,-1275.758887,-1243.67998,-1233.42168
X Lateral patch 77,80.52548218,-21.6439621,85.47907715,-17.41639099,84.13117065,-4.284091187,99.64679565,8.17727356,96.62371216,10.87219925,105.6081665,-17.4815094,-9.415034485,66.16859131,-13.27307739,73.2972168,-16.19952393,89.12226563,32.03533936,22.49662628,27.28993225,37.90757446,36.87170105
Y Lateral patch 77,-8.495705414,-5.4677948,232.0150391,197.5056885,468.056543,440.7614746,-8.884785461,-19.36596222,220.5138184,212.9191162,455.3280762,5.803691483,239.7574707,217.595874,485.1421875,447.117627,693.6112793,691.9327148,33.31732178,30.98112488,113.5907715,23.50100098,21.79929962
Z Lateral patch 77,-636.2354492,-656.965625,-639.5291504,-656.0038574,-640.7319824,-652.9814941,-571.2233398,-590.9174805,-580.8885742,-589.6256348,-573.0603516,-844.030957,-841.2634766,-837.9818359,-840.3813477,-831.5581055,-845.9494141,-831.0174805,-1233.053906,-1230.598145,-1265.734961,-1229.427734,-1220.334082
X Lateral patch 76,79.928125,-20.07317657,84.47877808,-17.11100616,87.33060303,-4.395721054,101.5537109,7.867247009,96.82218628,13.18589478,104.2812134,-20.56515656,-8.773535919,66.19083862,-10.29480057,75.47659302,-14.88506927,87.65614624,34.16783752,19.61782684,27.97264099,39.03540039,37.354599
Y Lateral patch 76,23.42449036,16.79627228,259.8827881,221.6480713,495.7625,471.0191406,21.58699799,5.673679733,247.1646729,240.4573975,484.4978516,32.795755,268.485376,241.6036133,514.4957031,475.982666,714.4583008,721.9938965,59.22440796,54.71139526,135.9446533,49.79032898,51.69849854
Z Lateral patch 76,-635.1013672,-655.2871094,-638.1709473,-655.9617188,-639.8523438,-654.2693848,-572.1604492,-588.6099121,-580.497168,-589.9711426,-571.7728027,-842.0092773,-841.9944336,-834.9817383,-841.7293945,-830.8866211,-846.4540039,-831.7959961,-1231.594238,-1231.780566,-1264.566895,-1226.545508,-1221.984961
X Lateral patch 75,80.53156128,-21.98677368,84.2067688,-18.4384903,84.15679932,-5.112456131,99.80913086,6.828800964,96.93550415,10.99470825,104.8239258,-19.1487381,-10.59506073,65.66381226,-13.25623627,73.86431274,-16.22995605,88.40626221,32.46056213,21.77307739,27.50915833,37.23287964,36.49030151
Y Lateral patch 75,1.089864635,1.604573441,240.3335693,205.5353271,477.0615723,449.0789063,0.067053974,-11.31729431,228.4553467,221.0704346,464.1614746,13.62025757,248.7813477,224.9119873,494.2706055,455.9464355,699.7964355,700.9870605,40.72864685,37.92270813,119.6880493,31.21568909,30.45610046
Z Lateral patch 75,-638.3735352,-658.1814941,-640.7268066,-658.0441895,-643.5969238,-654.3195801,-574.4793945,-592.0749023,-582.7408691,-591.0513672,-574.0630371,-845.7357422,-843.6021484,-838.840332,-842.2015625,-833.6125977,-847.1162109,-833.0683594,-1234.256543,-1232.236523,-1266.501758,-1229.598145,-1222.551367
X Lateral patch 74,80.00393677,-24.10979614,83.72178345,-20.95483398,82.66118774,-6.896994019,99.44246826,5.132242966,95.46901855,9.18031311,103.8960693,-20.80653381,-12.67731552,65.24939575,-15.99653168,72.95561523,-17.8105072,87.33612671,31.13927917,21.74085083,26.69207458,36.05566101,35.50969849
Y Lateral patch 74,-5.591136551,-2.757649994,234.7489746,200.5706665,472.2030762,443.7110352,-5.456197357,-15.88509369,223.4894531,216.3289795,458.7052734,8.54342804,242.6744385,220.7045654,488.5945801,450.9270996,695.8475098,695.0358887,36.13323669,33.47464294,115.1046631,26.23859253,24.60650024
Z Lateral patch 74,-642.371875,-660.9277832,-644.6025879,-660.7783691,-647.7638184,-657.7060059,-578.4281738,-596.1098633,-586.0740234,-594.9199707,-577.710498,-848.975293,-846.8780273,-842.6493164,-845.2632813,-838.0703125,-849.6459961,-835.8367188,-1236.891797,-1234.363281,-1269.107324,-1233.564844,-1225.649609
X Lateral patch 73,81.05474243,-18.65877533,85.3789978,-15.58287354,85.66535645,-2.750427818,100.2484985,9.09000473,98.22327271,12.45430527,104.9499634,-17.02772217,-6.629627991,65.92380371,-9.735093689,75.21315308,-14.38993835,90.09387207,33.58576355,21.80204926,27.72861023,38.40309448,38.08649902
Y Lateral patch 73,6.026984406,3.931452179,244.1656738,208.4075439,480.0591309,453.1162109,3.764519119,-8.635771942,231.8236084,223.9412109,467.3901855,17.33791351,252.8279541,227.1254395,498.0943848,459.4649902,702.8847656,705.1589844,43.59666443,40.74135742,122.9237549,34.59876709,34.5973999
Z Lateral patch 73,-631.906543,-652.9114258,-633.8965332,-651.5897949,-635.5635742,-648.3409668,-566.8910645,-584.5830078,-576.3536621,-583.9281738,-567.1527832,-839.8397461,-837.4688477,-831.9130859,-836.6132813,-826.0172852,-842.0550781,-826.7195313,-1229.786035,-1227.80332,-1261.798535,-1223.139453,-1215.586035
X Lateral patch 72,75.80619507,-30.42376099,79.40946655,-27.26721497,78.19882202,-14.82087402,96.76936646,-1.08244009,91.23798218,5.045381546,99.53712769,-28.20517883,-20.81328583,61.86018677,-22.71661987,69.78640137,-22.32581482,82.22597046,26.40416565,20.51845856,23.06736908,30.24430237,30.94259949
Y Lateral patch 72,-23.29489288,-16.05502167,219.2768311,185.1474731,458.7094727,427.9806641,-21.84098816,-28.88186646,208.5967773,201.0791382,444.055957,-5.802147293,225.4467773,207.6122314,472.9570313,436.587793,683.0763184,679.9766113,22.99169617,20.10052643,101.5707642,12.01912689,9.698500061
Z Lateral patch 72,-655.6068848,-666.1689941,-653.3013672,-667.0714355,-657.9087402,-667.2822266,-589.3246582,-605.6992676,-594.1899902,-603.4119629,-590.1314453,-856.5693359,-854.327832,-850.4720703,-853.6932617,-848.6489258,-856.9592773,-845.4052734,-1246.049023,-1241.591992,-1277.856641,-1245.707422,-1235.049023
X Lateral patch 71,79.99014893,-19.83283234,83.50836792,-17.5069519,85.73651123,-4.485608673,101.5873535,8.598561859,96.41401367,13.28785095,102.8801392,-21.01832428,-10.32164688,66.16268311,-10.6411293,75.64180908,-15.31635437,87.54841919,33.27775574,18.50216675,27.55478516,38.3781311,35.52260132
Y Lateral patch 71,31.0025177,24.76711426,269.4797852,229.0397949,505.0983398,481.7722656,30.81132507,14.26642303,254.5654785,248.4695557,493.0527344,41.11149292,276.8081299,249.2393799,522.9257813,483.9091309,721.3785156,732.5568848,67.39459229,61.44390259,143.8153442,58.63848877,59.79849854
Z Lateral patch 71,-635.9245605,-655.6491699,-638.0081543,-654.9280273,-640.1771484,-653.963916,-572.4412598,-588.507373,-579.7069824,-592.5396973,-571.8136719,-844.0431641,-841.4381836,-835.2639648,-842.9070313,-830.9933594,-846.9506836,-831.6550781,-1231.655078,-1232.36377,-1265.442285,-1226.60332,-1222.812012
X Lateral patch 70,80.71185303,-19.98438416,84.96604004,-16.44353943,84.98674927,-3.582274246,99.80321045,8.528681946,97.84176636,11.77998657,105.1146484,-17.57571259,-8.038092804,65.8821106,-11.03561401,74.45072632,-15.12558441,89.25150146,33.00400085,21.87727509,27.64639282,37.84075928,37.58190002
Y Lateral patch 70,2.691240501,2.007162094,241.320459,206.0560547,477.430957,449.9102051,0.934446907,-10.93203278,229.1917236,221.3978271,464.5402344,14.63452606,249.9293457,224.8680908,495.0192383,456.5143555,700.6077637,702.1150879,41.10033264,38.47998352,120.6774414,31.95444336,31.34899902
Z Lateral patch 70,-633.9382813,-654.6213379,-636.1793945,-653.5772461,-637.9694336,-650.2640625,-569.0456055,-586.9863281,-578.4912598,-586.1195313,-569.7788574,-841.6326172,-839.21875,-834.2987305,-838.2717773,-828.4367188,-843.8669922,-828.7834961,-1231.324707,-1229.286914,-1263.443652,-1225.512988,-1218.002148
X Lateral patch 7,11.14602585,-79.76932373,15.3446701,-77.89619751,16.69606018,-76.7838562,31.05881042,-60.49979858,34.75832214,-50.26629028,34.57931519,-88.3487915,-82.72589111,5.912364197,-82.25291138,6.835448456,-73.37194824,14.35719147,-29.28016357,-34.8942627,-33.38717651,-33.40196533,-31.65920105
Y Lateral patch 7,-5.569490814,-2.990423012,233.5946289,199.7591431,473.8297852,443.2938965,-2.973918152,-14.69028168,222.8946777,217.6431885,459.7720703,8.474211884,243.5845459,219.7682861,490.5108398,452.1418945,695.9952148,692.7212891,36.32110596,22.53591919,112.0709106,27.64536133,18.69839935
Z Lateral patch 7,-651.9741211,-647.577832,-653.9228516,-647.46875,-655.5095703,-646.231543,-591.2785156,-588.3415039,-595.5135254,-586.6704102,-594.1583984,-834.490332,-832.3916016,-849.4478516,-832.0300781,-846.0713867,-839.6418945,-846.2438477,-1242.505566,-1242.865527,-1285.022461,-1238.51084,-1227.622461
X Lateral patch 69,77.92566528,-20.89025879,81.46781616,-19.08358765,83.19558105,-6.050241089,99.13508301,6.399215317,94.42246704,11.5250351,100.8230774,-22.4160675,-11.70127029,64.26534424,-11.57902679,73.31917725,-16.60214691,85.50307007,31.64090881,16.99420471,25.24493713,36.10454102,34.00750122
Y Lateral patch 69,29.83703308,22.81345062,268.0180664,227.6575928,503.3937988,480.6553711,29.02904663,12.84972229,253.4302002,246.7928223,491.4052734,39.71289368,274.6146729,247.7820801,521.0520996,482.2652344,720.2816406,730.9291992,65.71516724,59.86771851,142.1577393,56.95948486,57.92730103
Z Lateral patch 69,-634.8875977,-653.1703613,-636.5177246,-653.0304688,-638.4744629,-651.5655762,-571.2112793,-586.6628418,-578.4829102,-591.0940918,-570.6115234,-842.196582,-839.3729492,-834.0804688,-840.3369141,-830.3295898,-845.0577148,-829.6197266,-1229.888281,-1230.775293,-1264.718066,-1225.01748,-1220.672852
X Lateral patch 68,78.27055054,-20.80536041,81.3949646,-18.83938446,83.25639038,-5.878857803,99.46176758,7.001914978,94.14370728,11.84533768,100.2584045,-22.80336761,-11.97190628,64.14260864,-11.84687271,73.34454956,-16.54488373,85.20300293,31.39691772,16.0904007,24.87476654,35.80218506,33.02409973
Y Lateral patch 68,33.02320251,26.16286316,272.4374512,230.8664063,507.1732422,485.1322754,33.11253967,16.45576782,256.1640869,250.5721436,495.4402344,43.52326355,278.8057373,251.067041,524.7120605,485.5796387,723.3346191,735.1111328,69.452948,62.88277588,145.5646851,60.85994263,61.5973999
Z Lateral patch 68,-634.4259766,-652.6310547,-636.1861328,-652.6582031,-638.461084,-651.4657227,-570.5706055,-586.1841309,-577.9288574,-591.105127,-569.9944824,-842.7204102,-839.0543945,-833.7175781,-840.1148438,-829.7445313,-845.4884766,-829.6836914,-1229.338965,-1230.668457,-1264.69082,-1224.46709,-1220.625
X Lateral patch 67,79.83234863,-23.76711426,83.60394287,-20.57848206,82.74633179,-6.514916229,99.31484375,5.185443115,95.77623291,9.514530945,103.9368286,-20.65944214,-12.24496994,65.03995361,-15.14311676,73.19640503,-17.5127182,87.26200562,31.44850769,21.37287903,26.85967102,36.30865479,35.71820068
Y Lateral patch 67,-1.88480854,-0.092607492,237.9494385,203.5833984,475.3184082,446.7852051,-2.211256981,-13.07205505,226.4949219,219.238208,461.958252,11.46785812,246.1956787,223.4332275,491.935498,454.0406738,698.1373535,698.4854492,38.96053772,36.16620789,117.6967407,29.0836731,27.9973999
Z Lateral patch 67,-641.3368164,-660.0568848,-643.6036621,-660.1187988,-646.9270508,-656.7270996,-577.6671875,-595.0712891,-585.3144043,-593.8328125,-576.6897461,-848.115625,-846.2886719,-841.7109375,-844.5958008,-837.0133789,-848.931543,-835.3459961,-1236.138477,-1234.125391,-1268.336719,-1232.261133,-1225.204004
X Lateral patch 66,80.23010254,-23.18712158,84.69191284,-19.39446259,83.23362427,-5.958818817,99.55656128,6.533018494,95.93962402,10.02468872,104.6744507,-19.20632782,-11.17327118,65.86347046,-14.90975494,73.21561279,-17.03477631,88.11782227,31.68734436,22.08856659,26.95378113,36.88135681,36.04419861
Y Lateral patch 66,-8.213834381,-4.885550308,232.4139893,198.1318848,469.2675781,441.3895508,-8.120876312,-18.40756836,221.1076172,213.8062988,456.1564453,6.268899918,240.1277344,218.4066406,485.8890625,448.1347168,694.0091797,692.4506836,33.87234192,31.45054321,113.4645264,24.09288025,22.21109924
Z Lateral patch 66,-640.1045898,-659.5825195,-642.8281738,-659.120752,-645.0859375,-656.059082,-575.6037598,-594.4191895,-584.1008789,-593.1680176,-576.1442383,-847.3333984,-844.8376953,-841.0807617,-843.4966797,-835.6344727,-848.4285156,-833.9868164,-1235.549414,-1232.913281,-1267.990039,-1232.316016,-1223.525684
X Lateral patch 65,80.11060181,-22.15838776,83.83041992,-18.88854065,83.96809692,-5.281929398,99.66043091,6.22589798,96.74746704,10.81931534,104.2495972,-19.88583069,-10.92798233,65.36150513,-13.28721466,74.09420166,-16.48614655,88.0730896,32.83333435,21.49577637,27.25013123,36.9817749,36.43859863
Y Lateral patch 65,4.709505844,4.169578171,243.5610107,208.3789551,480.2259277,452.5160645,3.502140427,-8.569371033,231.4038818,224.1615234,467.7436523,16.51216736,252.1169922,227.7510498,497.837793,459.2154297,702.0838867,704.3842285,43.73720093,40.57915039,122.1681885,34.16155396,33.9973999
Z Lateral patch 65,-638.4960449,-658.1810547,-641.0076172,-658.5504395,-644.0818359,-654.5696289,-575.1506836,-592.2449707,-583.1748047,-591.1789551,-574.1199219,-845.8036133,-844.071582,-838.8881836,-842.5259766,-833.8855469,-847.2621094,-833.6429688,-1234.302832,-1232.837109,-1266.723242,-1229.341895,-1222.957031
X Lateral patch 64,80.10834961,-20.91356201,84.11798096,-17.84732361,85.27189941,-4.541955185,100.5609985,7.200717926,97.40152588,12.14729233,104.8824463,-19.88382263,-9.331248474,65.38184814,-11.35765381,75.32861938,-15.14390411,88.88607788,33.50826416,21.20368347,27.55739746,38.36313782,36.89660034
Y Lateral patch 64,12.6427887,9.178536224,250.0111572,213.5295166,486.0149902,460.1525879,10.44464111,-3.267274857,237.6374023,230.8273193,475.2499023,23.31755829,258.7525635,233.4108154,505.0819824,465.5668945,706.8032227,711.2644531,50.44816284,46.05394897,127.7808105,40.22426453,41.79849854
Z Lateral patch 64,-635.6522461,-656.1686523,-638.7219238,-656.9476074,-641.5609863,-652.9773926,-572.9105957,-589.6895508,-581.190332,-588.8601563,-572.0425781,-843.4288086,-842.4536133,-836.4420898,-840.6722656,-831.1620117,-845.9775391,-831.9462891,-1232.659375,-1231.208691,-1265.639063,-1226.853418,-1221.208984
